Gene,P0.05,P0.11,P0.16,p0.22,P0.30,C0.05,C0.11,C0.16,C0.22,C0.30,N0.05,N0.11,N0.16,N0.22,N0.30,L0.05,L0.11,L0.16,L0.22,L0.30,U0.05,U0.11,U0.16,U0.22,U0.30
YIR035C,-0.003520636,-0.043302465,-0.043565535,-0.04293718,0.548007386,-1.703992826,-1.57600468,-1.3492985,-1.014633987,-0.720188129,-1.568453174,-2.716249168,0.269564753,-0.327865928,-0.358422604,-1.139368599,-0.636843331,0.133002035,-0.282792742,0.647571292,-0.101837065,-0.748972041,0.210633459,-1.956366494,0.569465486
YIR036C,0.107594217,0.153522617,0.037584782,-0.185006963,0.190287282,1.014996591,0.675256871,0.556689567,0.240249962,0.009884838,0.854548199,0.740937092,0.735106839,0.127163548,-0.078560779,-0.176164315,-0.410866712,-0.440269389,-0.516978042,-0.469317252,0.141716975,-0.164008726,-0.807356455,-0.348577236,-0.230883933
YIR037W,0.294861129,0.723599077,0.333482659,-0.23047726,0.085076492,0.414864297,0.187700594,-0.032968946,0.118816759,0.318107233,1.06119721,0.685579959,0.527890269,-0.081808655,0.641472355,-1.037627289,-0.497020385,-0.474855021,-0.672544357,-0.857452098,0.145529499,-0.476829256,-0.348404782,-0.623617412,0.171586469
YIR038C,0.043830548,-0.309482855,-0.308576257,-0.46485197,-0.735149589,0.997601741,0.497265258,0.043098489,-0.161028745,-0.250013202,1.34077127,0.482177295,0.369462871,-0.04160191,0.12669857,-0.383718312,-0.839501656,-0.908364171,-0.879634373,-0.924920035,0.163349501,-0.17709871,-0.752554775,-0.814288981,-0.346100121
YJL001W,0.024859167,-0.171206304,-0.288457684,-0.395290773,-0.411354153,-0.177476373,-0.236334868,-0.198830161,-0.333153738,-0.317572334,-0.151003465,-0.219438775,-0.180799756,-0.21018714,-0.331320855,-0.044794993,-0.176136107,-0.189936642,-0.355033161,-0.47567364,-0.108111892,-0.348491149,-0.57528876,-0.362456481,-0.250208218
YJL002C,-0.028526299,0.239755579,0.708876253,0.436176896,1.571312213,-0.13722863,0.075440979,0.187039047,0.00940128,0.404814066,-0.112498527,0.145105694,0.319776031,0.635093596,0.747346111,0.36191522,0.285909373,0.415809676,-0.329738324,-0.212397855,0.067188154,0.334737947,0.941777788,0.319527755,0.423831303
YJL008C,-0.242151946,-0.309432707,-0.159716934,-0.155991123,0.000532889,-0.403076477,-0.282449215,-0.146921025,-0.28093431,-0.030134397,-0.600011369,0.050477277,-0.248854806,-0.250983652,-0.275384745,-0.318929823,-0.057659966,-0.180144793,-0.206877031,0.102446648,-0.842446613,-0.343853233,-0.049282167,-0.237915598,-0.061889054
YJL012C,0.120233738,0.056556911,0.01675378,-0.102488164,-0.422028978,-3.978406477,-3.4295521,-3.491229287,-2.865165865,-3.100992366,-2.818719705,-2.633262341,-2.610996891,-1.630705165,-1.312172641,-2.108991752,-3.041129661,-2.760452073,-2.843882803,-2.834640402,-2.793562231,-3.000168864,-2.506684563,-2.428771891,-2.219801926
YJL014W,-0.032732268,0.047323304,0.022507465,0.100983111,0.292804378,0.091098002,-0.100162869,-0.07355839,-0.078129479,-0.092033548,-0.119138101,-0.052299539,-0.037198486,-0.063810544,0.039462553,0.00189815,0.135325181,-0.086236635,0.096701436,0.413665249,-0.560309308,-0.224240019,-0.132174862,0.062793869,-0.077721686
YJL020C,0.054885817,-0.088810653,-0.109608802,-0.113755769,0.066456353,-0.277004332,-0.322444664,-0.280557638,-0.062827111,0.051507399,0.589482127,0.115297733,-0.087341748,-0.084641839,-0.080665974,-0.020131158,-0.24855911,-0.373262728,-0.4004325,-0.404825337,0.274013818,0.657364177,0.476091095,0.26175114,0.010554136
YJL026W,0.01578958,0.30733156,0.046034331,-0.423582968,-1.344126585,-0.452525674,-0.710424365,-0.747093805,-1.107945591,-1.217629242,0.286535027,0.32025279,0.444404601,0.272551686,0.065938269,-1.669871606,-1.204453536,-1.270270097,-1.373191233,-1.773969663,-0.90782413,-1.195379181,-1.335894087,-1.13574589,-1.049702966
YJL034W,-0.033773915,0.016750012,-0.082097799,-0.094117342,-0.2394237,-0.460996889,-0.77413099,-0.628250573,-0.580160842,-0.637424081,0.079702717,-0.281611558,-0.140707278,0.043224454,-0.187524568,-0.101637856,-0.293679259,-0.361317465,-0.485193981,-0.305685881,0.236709729,-0.409303078,-0.382070383,-0.508119202,0.824095767
YJL041W,0.307716315,0.186075232,0.171358794,0.191926332,0.201200418,0.539400115,0.370654433,0.334207798,0.170009967,0.062069576,0.549501245,0.547016394,0.258049509,0.215849038,0.55057755,0.523717472,0.476266201,0.199258307,0.148956621,0.262480318,0.000363467,0.077609874,0.517931226,0.676342887,2.880985515
YJL050W,0.07160896,0.311933931,0.392642404,0.402533572,0.597730742,1.239590575,1.18988275,1.306106875,1.474665784,1.244855134,0.898871236,1.525324046,1.59873652,1.148692042,1.258543748,1.597243521,1.519399126,1.344846007,1.279497841,1.055012262,0.564602772,0.485531524,0.940039001,0.770420422,1.095394572
YJL052W,-0.051707566,-0.634591696,-0.773587896,-1.269212474,-1.191054576,-1.893249939,-1.746659801,-2.127314284,-1.990616115,-2.055583597,-1.584734671,-1.367470357,-1.400627387,-1.41590484,-1.167061538,-1.565196984,-1.315306391,-1.259579963,-1.153799614,-1.3543674,-0.549803787,-1.271471977,-1.543675493,-1.260529802,-1.295782332
YJL055W,0.154470565,-0.049982482,-0.232409803,-0.219744057,-0.381004862,-0.728995531,-0.669364625,-0.537174877,-0.68401571,-0.567042909,-0.690558246,-0.417009565,-0.383193707,-0.510137522,-0.591674048,0.194984089,0.130865498,0.048768782,-0.025227592,-0.456288758,-0.115043886,-0.241196549,-0.734234261,-0.494727938,-1.264945894
YJL060W,-0.096364186,-0.213894363,-0.324069629,-0.234181336,-0.257915031,-0.001265582,-0.022229835,-0.093037192,-0.045991414,0.13060568,1.032588756,1.146785552,1.100781872,0.613376594,0.479419873,0.659452953,0.571860054,0.369522683,0.31098995,0.161798494,0.822006906,0.575306745,0.610576671,0.701260971,0.530960543
YJL066C,-0.226654939,-0.564492354,-0.750537222,-1.234941611,-1.245051892,0.440948944,0.169166547,0.301867065,-0.3881306,-0.440325671,0.224206211,-0.023807373,-0.356936722,-0.837597498,-1.2284393,-0.605131548,-0.624565447,-1.101055642,-1.070836162,-1.181870733,0.915524555,0.085284219,-0.690075948,-0.843698433,-0.939939628
YJL068C,-0.174947866,-1.018786539,-1.449488181,-1.558089261,-1.518805433,1.51401202,0.317473699,-0.430706792,-1.055004586,-1.276688856,1.520405173,-0.449084704,-0.670030957,-1.749989824,-1.253018435,-1.829777448,-2.013679237,-2.513043032,-1.754812301,-2.749761952,-0.554340469,-0.791848515,-1.564173905,-1.888513977,-1.240504013
YJL080C,-0.018959558,0.423410856,0.500070419,0.756666715,0.798439755,0.107210512,0.263857672,0.395029883,0.462231536,0.73773213,0.228126069,0.611045019,0.787409485,0.964702053,1.013019448,0.09513888,0.479590349,0.498918781,0.719201977,0.861982796,0.233895022,0.372426848,0.665664428,0.640886104,0.985592574
YJL088W,-0.014656453,-0.115321101,0.043060234,-0.128086618,0.862293381,-0.747676154,-0.932454127,-1.195100094,-1.440117402,-1.27656143,-0.334416198,-0.021034093,-0.249436378,0.029041951,0.707452497,1.067307618,1.163364333,1.013810475,0.712816868,0.122004753,-0.948699619,0.069521891,0.26616937,0.146864076,-0.208569781
YJL109C,0.291001632,0.879895615,0.775408142,0.971332466,0.758640273,0.028800125,0.23899943,0.123332723,0.069338868,0.33801608,-0.256095534,-0.008816951,0.046037748,0.172536547,0.457967928,0.339046535,0.046948399,0.196862788,0.239429965,0.626661708,-0.212998647,-0.067590695,0.447662727,0.355953386,0.406523954
YJL111W,-0.678686489,-1.145113703,-1.198667973,-1.440467936,-1.334443372,-3.190576813,-3.491728357,-2.722532654,-2.096385366,-2.456315834,-2.089362213,-2.105809438,-1.782022038,-1.72692601,-1.700586155,-1.945662167,-1.426588108,-1.236914883,-1.334817811,-1.267597693,-2.63852546,-1.850150632,-2.23452589,-1.744771328,-1.938401813
YJL117W,0.071528034,0.323957996,0.231084601,0.285431994,0.088831146,-1.132465814,-1.322202846,-1.361754192,-1.236800524,-1.412932,-1.391018133,-0.836731159,-1.210466588,-0.874783273,-0.387759849,-0.953093229,-1.09839091,-0.988780164,-0.865363438,-1.043509726,-1.431910955,-1.77974716,-0.951353057,-1.028597064,-0.950428589
YJL121C,-0.069407914,-0.001127411,-0.044637794,-0.130708436,-0.07370181,-0.210212928,-0.322247791,-0.276796014,-0.391655179,-0.380405342,-0.142923949,-0.125204262,-0.075294923,-0.147712318,-0.214544998,-0.150800188,-0.087527914,-0.171439309,-0.181941684,-0.234432364,-0.026039808,-0.249150794,-0.175473099,-0.184911907,-0.170416239
YJL123C,-0.513055646,-0.337049102,-0.137438651,-0.493665839,-0.3177553,0.024425377,-0.252951445,-0.085089165,-0.276694893,-0.44552763,-1.693345779,-0.011827162,-0.190745969,-0.382338703,-0.383086156,0.078496095,-0.129613672,-0.158891509,-0.286390459,-0.159275778,-0.255120504,-0.241283669,-0.419133427,-0.283305808,-0.121335844
YJL130C,0.114602981,0.644927727,0.715507552,0.186621148,-0.986575924,-1.00165368,-0.960357552,-1.432300174,-1.178678268,-1.236120422,-1.099657534,-0.553719138,-0.352591667,-0.518177295,-1.030922441,-1.124778695,-0.981572305,-1.001969757,-1.165393406,-1.350281855,2.4348058,1.50204706,0.307210555,0.654128597,-0.247523485
YJL136C,0.186494089,0.699447199,1.053566058,1.373912548,1.69730583,1.128291593,1.183080558,1.233887691,1.418025142,1.653290418,1.093180867,1.06299978,1.146761518,1.533742572,1.686739059,1.412478668,1.385088844,1.518850863,1.538557582,1.744229986,0.378260554,0.870950456,1.265842937,1.454568452,1.602906207
YJL153C,0.188430447,0.510631542,-0.639992914,-1.408758649,-0.68225493,2.990777569,2.963731161,2.26264329,2.111222379,1.361127386,1.769186572,0.084163782,-2.100652916,-0.31316399,-0.884172378,-0.862859117,0.163102632,-0.88550054,-1.473205886,-1.489875273,4.768681986,-0.575652656,-2.178790716,-0.906454769,3.951370691
YJL158C,-0.987716289,0.632288741,0.526255764,0.938800396,-0.381943907,1.223802485,-0.283585879,1.15269252,1.585790999,0.274328492,0.537081287,1.683450067,1.573162482,0.409757336,1.755149808,1.522281641,1.930131872,-1.002157001,2.162071571,-0.105160907,-0.815342255,-0.849872043,0.366259105,-0.196662585,-1.448460634
YJL159W,0.373172417,0.504880458,0.175997838,0.440932764,0.289708366,1.47680779,0.944505203,0.663280447,0.955202205,0.895360229,1.907574914,1.274325862,1.141895694,1.011818904,0.84957525,1.276755533,-0.234127169,-0.313328705,-0.174498552,-0.119210157,1.44150631,0.535855954,0.32842766,0.0127716,0.300396705
YJL167W,-0.09257533,0.108705295,0.021205992,0.073600693,-0.002009135,0.352895843,0.198242311,0.29875409,0.20552211,0.067593144,0.024664919,0.31127028,0.484090852,0.182469933,0.06924971,-0.126068257,-0.054489186,-0.105702549,-0.063093997,0.112152598,0.524347193,0.125796029,-0.005653428,-0.076122888,0.445448681
YJL171C,0.146815516,0.155913692,-0.473798707,-0.682750737,-0.068877093,-0.77275465,-0.975514204,-0.76148745,-0.718440737,-0.453249436,0.943866969,0.420738934,0.237821755,0.329757513,0.329174628,0.685411021,0.193265986,0.201034205,-0.138849451,-0.126947804,1.347837671,0.659483264,0.38528332,0.055569672,-0.490580079
YJL172W,-0.05351657,0.289830207,0.449737574,1.472417882,2.040674843,1.144599535,0.561447378,0.320710146,0.422324455,0.899348555,3.387898683,4.329372131,4.230149336,4.54266132,4.239681026,1.492449767,2.236617842,3.363885764,2.744854,1.827876072,1.345511206,1.968070021,1.671471859,3.112509364,3.109076244
YJL191W,0.164628315,0.707497981,1.050531213,1.370250574,1.828811649,1.218101127,1.262790613,1.352878899,1.476961712,1.762476363,1.122015912,1.166789025,1.220812222,1.497761235,1.699499894,1.502228213,1.372751632,1.538031186,1.597447279,1.728236781,0.397006524,0.956324189,1.338794352,1.438146813,1.670458428
YJL200C,-0.044767091,0.199375145,0.353069204,0.52014272,0.70532324,-0.543281571,0.068289155,0.118858775,-0.023114076,0.417733496,-0.369159173,-0.06871487,-0.013952638,0.27161639,0.493465793,0.221023171,0.533236703,0.171165981,0.309313679,0.519241597,0.031083954,0.501655731,0.8170784,0.619999029,0.543639898
YJL217W,0.228777333,-0.191326739,-0.19770777,-0.709161309,-0.066973822,0.689616267,0.344528726,-0.01948406,-0.643050601,-0.331625098,-0.150606243,-0.249686875,-0.343682492,0.312994651,-0.6019111,1.414396436,0.656091168,0.690197288,0.321286628,-0.165793944,0.403619687,0.135391112,-0.119749017,-0.186463331,0.644578085
YJR007W,-0.105731234,-0.116072498,-0.128196997,-0.137199657,-0.386763679,-0.39507997,-0.415528597,-0.513648561,-0.54809676,-0.597145945,-0.129888075,-0.019645923,0.036886454,-0.194395367,-0.42747181,0.108544005,0.096247825,-0.036364331,-0.203690524,0.044634864,-0.148589729,-0.443053718,-0.002750052,-0.341016413,-0.59639958
YJR008W,-0.624876862,-0.28273587,-0.45414703,-0.695383047,-1.377084936,1.429158553,0.66512697,0.355101276,0.281871538,-0.10766029,0.573719892,0.058797231,-0.122616511,-0.680878588,-0.371909656,-0.588352387,-1.422288592,-1.25867519,-0.787212134,-1.048780197,1.27684657,-0.488541566,-0.738447405,-0.494405653,-0.304612742
YJR009C,0.10090338,-0.133398368,-0.162025749,-0.536611025,-0.491744163,-1.105286669,-1.234207409,-1.50925176,-1.37408085,-1.455366022,-0.918219959,-0.859096285,-0.875567614,-0.903471541,-0.534767849,-1.026153256,-0.892739836,-0.791343282,-0.703480428,-0.876297307,-0.657676331,-0.740558504,-0.962068783,-0.673502575,-0.62412212
YJR010W,0.015339995,-0.157444902,-0.135135358,0.019809138,0.407346517,0.955400566,1.025798983,1.125971679,1.236040445,1.095210252,0.76262887,1.183605159,1.200524949,1.080259597,1.025672387,0.917272051,0.926483581,0.95371392,1.076650784,1.25692533,1.106605135,0.696411974,0.757320111,1.088824361,1.248010574
YJR016C,0.025528584,-0.065879566,0.02665918,0.102611323,0.100431493,-0.244078517,-0.0929526,-0.049783281,-0.364838465,-0.211973622,-0.606142078,-0.763573814,-0.684372965,-0.32016351,-0.0112725,2.133157694,1.618848564,1.307023637,0.959482656,0.083514027,-0.480631382,-0.081190637,0.423476098,0.017112548,-0.224353836
YJR017C,-0.015679517,-0.153431122,-0.289918895,-0.345859368,-0.654312323,-0.378112138,-0.429539134,-0.572007945,-0.573862976,-0.891922056,-0.357496562,-0.143418178,-0.227510702,-0.581384681,-0.612919591,-0.054842577,-0.568984697,-0.720164415,-0.632022612,-1.058846366,-0.137383828,-0.454715375,-0.415713278,-0.576270534,-0.637473085
YJR025C,-0.068130794,-0.271016294,-0.344250852,-0.212956655,-0.220954125,-0.579261544,-1.088346603,-1.267301678,-1.24311381,-1.746462631,-0.33807399,-0.280062303,-0.577575139,-0.855506252,-0.587021595,1.251422126,0.475531964,0.498572641,0.210174018,-0.79439623,-0.329790649,0.009041381,-0.20073711,-0.404218721,-0.798301101
YJR029W,-0.04008596,-0.367842305,-0.466891417,-0.938799472,-0.972323385,-3.412704837,-3.395967973,-2.444888341,-2.203145366,-1.991059383,-3.835617034,-2.51831122,-1.441148441,-0.299593947,-0.544726942,-1.136450482,-0.896518717,-0.53904525,-0.446607087,-0.685290592,-0.880075716,-0.499357624,-1.479077997,-0.441274183,-0.866873762
YJR045C,-0.058636737,-0.120544683,-0.216121524,-0.334235792,-0.052726638,-0.378314297,-0.18663515,0.091148683,0.518521987,0.549725402,-0.275249839,-0.521695385,-0.497473674,-0.310175161,-0.045567114,0.009304629,-0.212634383,-0.268929188,-0.180048734,-0.10326984,0.856215487,0.397039025,0.464787444,0.089477719,0.149919293
YJR048W,-0.065431626,-0.003677357,-0.396724434,-0.970433237,-1.288851093,-0.250793554,0.124502968,0.525400806,1.38961031,1.14197543,-1.18878327,-1.294453737,-1.301808842,-1.363421053,-1.093096984,-0.200407812,-1.176678147,-1.704433527,-2.0245406,-1.59071558,-1.151109184,-1.243612182,-1.356008124,-1.104250816,-1.039263827
YJR051W,0.072961271,0.431685453,0.176308269,0.35933636,-0.183218891,-0.038467549,-0.011663878,0.275766603,-0.390798716,-0.361856105,-0.208357364,-0.638459015,-0.012294672,-0.22075796,-0.333280293,-0.302872624,-0.710257761,-0.573975048,-0.672072558,-0.94272862,-0.062924391,-0.320486609,-0.597846661,-0.526711295,-0.232175736
YJR060W,-0.04111681,0.024195669,0.036044839,-0.205642697,-0.784425598,-0.869583775,-1.046404075,-1.156264608,-1.178416332,-1.250017262,-0.765580522,-0.432141375,-0.606151593,-0.945304966,-0.768885909,-1.164457546,-1.285947925,-1.216936825,-1.43526731,-1.019208133,-1.173128956,-1.358776019,-1.775899381,-1.824696964,-1.240650772
YJR064W,-0.13308616,0.314442743,0.475555226,-0.115899635,0.185882656,-0.325610275,-0.109404722,-0.080246691,-0.249641536,0.079996483,-0.478912799,0.017402036,-0.714752393,0.052671545,0.138104948,0.450732834,0.036490887,0.195917172,-0.019064083,0.313012986,-0.825940063,-0.613568237,0.274081468,-0.10332948,-0.137060801
YJR065C,-0.09773601,-0.080080901,-0.214060026,-0.273286282,-0.177564827,0.271841358,0.162647542,0.049144304,0.010113991,-0.122360548,0.703488414,0.054560703,0.099496491,-0.255342771,0.026619916,0.069146024,-0.051111951,-0.30017962,-0.113417628,0.00177264,0.06505254,0.024886499,-0.159674819,0.201844988,-0.287416293
YJR069C,-0.217323283,0.330073244,0.476173127,0.166678799,0.339588824,-0.222064278,-0.022955936,0.161801587,0.445752666,0.37422698,0.050018389,-0.038573914,0.20271052,0.485849926,0.612825959,0.354523331,0.495607934,0.534959858,0.549617282,0.721206186,0.116870849,0.227178463,0.347198693,0.507281536,0.528959034
YJR070C,-0.012418866,-0.023623362,0.317072236,0.3684912,0.345397081,-0.438272755,0.121463697,-0.253259906,-0.10922515,0.18402418,-0.039954017,-0.02738088,-0.168507018,0.037614504,0.161805545,-0.796503314,-0.416286457,-0.250976044,-0.100029685,0.301212202,-0.905153149,-0.421750837,-0.067925799,0.093108186,0.14266957
YJR073C,0.107145331,0.228216101,0.570688588,0.430085212,0.643449112,1.510619188,1.175717843,1.301103371,1.641819039,1.025595679,1.070502438,1.04990503,0.770531988,0.943846746,0.121274115,0.998160661,0.451209005,0.519853414,0.581555085,0.545110454,2.389302931,1.156625513,0.280529629,0.256011159,1.995969379
YJR076C,0.056002877,-0.500810121,0.13179344,0.115044803,-0.112111277,-0.102901032,-0.057200025,-0.005021344,0.029715646,-0.06211045,0.108161631,0.264188975,0.441481843,0.040904464,0.032325795,-0.252321061,-0.095240661,0.341251428,-0.286893759,-0.159220568,-0.431668384,-0.542117189,-0.238073943,-0.29811224,-0.173720524
YJR077C,-0.076553097,0.138191581,0.011237209,-0.272895946,-0.96621958,0.625475473,0.739953694,1.036353465,1.192306016,0.773618729,0.024664617,0.057982691,0.105587638,-0.387617447,-0.651190213,-0.120668366,-0.674086858,-1.036765228,-1.013325385,-1.043392982,0.016230398,-0.572407335,-0.838497499,-0.637390509,-0.80913771
YJR095W,2.586117915,3.149558161,3.360526635,2.484776302,3.124313321,4.898821164,5.482839659,3.060448561,3.494367516,3.619149409,2.912817034,2.985689596,3.522679327,2.866663576,3.710244851,3.991653049,2.099923182,1.971103831,3.6008607,2.80988438,4.89417903,3.620146515,3.239511222,2.993380743,2.959287293
YJR096W,-0.107851583,-0.862913744,1.03242093,-1.216037656,-2.057940844,-1.013003346,-1.150266281,-2.395084493,-2.575599907,-2.407322274,0.549462971,-1.312489698,-1.709539445,-2.183301643,-1.972056296,-2.700934347,-3.104982912,-3.303587044,-1.853241549,-2.787517852,-0.500413841,-1.69106197,-2.152704764,-1.291908034,-1.820040159
YJR103W,-0.105836696,-0.236917873,-0.288306534,-0.567532284,-0.384662533,-0.246797778,-0.539492593,-0.402330023,-0.400099075,-0.415306499,-0.006956159,-0.223188982,-0.309370468,-0.617065814,-0.647083262,-0.835072652,-0.722868824,-0.726101471,-0.409153903,-0.461469792,1.496886444,0.433280521,0.10911489,0.273347349,-0.178878471
YJR104C,-0.130838442,-0.23452534,-0.26395272,-0.258195164,-0.127183473,-0.20564048,-0.34814208,-0.324731899,0.286980253,0.213024073,1.011633121,0.472673554,0.288772508,0.254411619,0.12978928,-0.14923262,-0.440915182,-0.337849172,-0.309686475,-0.424805975,0.452808927,-0.24437152,-0.444763108,-0.409241073,0.21104242
YJR105W,0.00233074,0.059248917,0.189946136,0.146417269,0.074717799,-0.622635468,-0.482702385,-0.170766483,-0.203114907,-0.0974614,-0.557925838,-0.19367314,-0.095815411,-0.006756993,0.008732635,-0.248247755,-0.055170648,-0.107498057,-0.059332074,0.005032147,0.45732598,-0.180255266,-0.211650116,-0.075607175,0.582041319
YJR109C,-0.009041262,0.136593196,-0.344271579,0.21797961,0.702672625,-0.137124125,0.140328725,0.076987719,0.269334239,0.536838858,-0.134957953,0.170980049,0.191518681,0.645340095,0.757614963,1.567164848,1.201954693,0.980745629,0.586804834,0.083009396,0.350986617,1.36216142,0.972120501,0.971935591,0.597809434
YJR117W,0.020961027,0.162286971,-0.057484581,0.080752653,-0.119922,0.49481995,-0.796732332,-1.334730656,-0.98765529,0.140176922,-0.099730311,-1.12631488,-0.11433123,0.38433316,-1.328791175,-0.464699419,-0.082750286,-0.895450678,-0.922482078,-0.850784763,-0.742063986,-0.320737038,-0.323314364,-0.18542033,0.258359008
YJR121W,-0.103207426,-0.079395815,-0.353051049,-0.638434369,-1.456712041,0.433126225,0.545823758,0.697704955,0.889452478,0.328505985,-0.595170717,-0.656278307,-0.64611284,-1.139684127,-1.306306614,-0.442572145,-0.999355079,-1.424176962,-1.494684111,-1.474038729,-0.282767626,-0.776292511,-1.171861431,-1.197549556,-1.237937664
YJR123W,0.045511205,0.605579629,0.944901343,1.36488739,1.735033211,1.041280598,1.158775944,1.153603349,1.330214455,1.627484756,1.018841631,1.027574943,1.04016458,1.467196964,1.447170673,1.398077991,1.381228068,1.500558284,1.484270598,1.752604297,0.304772646,0.831185727,1.17968326,1.292387795,1.486003586
YJR125C,0.007995869,0.306142293,0.310891797,0.46580607,0.598326167,0.274954594,0.325915358,0.628536608,0.695172423,0.784007556,0.382638228,0.719843305,0.470960704,0.597543329,0.444936855,0.322155321,0.070519066,0.15906955,0.359723333,0.489024017,0.009868554,0.413583658,0.35473084,0.361249572,0.524247136
YJR137C,-0.101162208,-0.049624343,0.146161483,0.256886265,0.525898146,0.240392342,0.406105595,0.574841955,0.610446599,0.878010747,0.193632168,0.476668618,0.594432264,0.758144148,0.885977171,0.53455752,0.774667175,0.572896045,0.720826913,1.031001455,1.177287655,0.714817885,0.918783465,0.98739468,1.112723166
YJR139C,0.03751577,0.128087567,0.174391578,0.13460132,0.12094344,-0.072995707,-0.027645502,0.079666494,-0.05254208,0.031075278,-0.07264155,0.218837393,0.262245641,0.373424777,0.398745026,0.2279365,0.242229274,0.301089158,0.32984361,0.369912794,0.457288303,0.33115818,0.338936807,0.412957595,0.496278683
YJR143C,0.217693948,0.360436705,0.844793883,0.79503425,0.730140848,0.374552912,0.430937533,0.452439144,0.610170654,0.851318301,0.485897543,0.832948685,0.866075729,1.020673889,1.044207649,0.168821541,0.287088497,0.464524475,0.547844732,0.647660474,0.074599617,0.358912603,0.716939334,0.811973757,0.801477498
YJR144W,-0.935371399,-0.577391301,-0.605234675,-0.551854017,-0.428912063,-0.272692083,-0.277359188,-0.165241661,-0.184695332,-0.195812367,0.433809899,-0.176241992,-0.421700734,-0.393924556,-0.162167419,-0.161602716,-0.347575906,-0.41292672,-0.583346762,-0.468274589,-0.830106925,-0.262174258,-0.218384745,-0.695737404,-0.53869627
YJR148W,-0.066452774,-0.683031117,-0.486124612,-0.426855236,0.968475645,-0.344846837,-0.606267388,-0.564109687,-1.415348388,-1.077067977,-0.40427839,0.497909024,0.289217967,0.729178685,1.627933491,2.23490222,1.928219638,2.02946524,1.786336498,0.231426231,-0.844936046,0.460881887,0.350800352,0.240408956,0.211192841
YJR152W,-1.121224217,-0.688253816,0.076638206,-0.436946836,-1.662687221,1.036938596,1.097353523,-0.589744201,0.315620032,-3.570362302,3.845431978,3.646169161,2.632583402,0.898565116,2.471789979,-4.291578308,-2.49779246,-2.504902614,-0.513098069,-3.634149585,0.15465027,-0.283354258,-4.386695096,-0.757082378,0.648440297
YKL001C,0.121217871,0.026831027,0.134921595,0.971457918,0.820359205,0.847621674,1.238647084,1.187579165,1.189103906,1.486628522,1.049328685,1.049637233,1.254318854,1.606165094,1.452028027,1.433685898,1.598111952,1.441744805,1.597043413,1.680346423,0.592489346,0.787006708,1.130408925,1.305172719,1.477884151
YKL006W,0.327125243,0.76586878,1.102995605,1.563441706,2.329327312,1.023580788,2.822840173,2.16151711,1.751786332,1.741939524,1.731632044,0.777474339,1.388542196,1.554338235,1.671013751,1.735574238,1.272152768,1.737265855,2.633947455,2.721063404,0.764475419,1.041375618,1.449331577,1.75412187,1.88287408
YKL007W,-0.060214476,0.069334119,-0.191691625,-0.27134756,-0.220923819,0.068311498,-0.561430572,-0.005580424,0.008637341,-0.072483912,0.268759521,0.801340443,0.815796527,0.559420252,0.186292113,0.155885792,-0.092113712,-0.26137548,-0.136701077,-0.226066308,0.392341999,0.263224396,-0.106740219,-0.080372014,0.177515915
YKL013C,-0.07524374,0.024562834,-0.077831094,-0.113906173,-0.353250441,0.257170631,0.174826152,0.124886832,-0.025292303,-0.214227987,-0.511236425,0.322955547,0.621880543,-0.086937553,-0.110313731,5.719904942,-0.138581768,4.056144346,-0.290138262,-0.269619416,0.25694563,-0.210394856,-0.082449115,-0.596435822,-1.039716546
YKL016C,-0.039079372,-0.048390327,-0.050596626,-0.432372521,-1.421942711,0.667832998,0.653360163,0.711822544,0.866614756,0.401581463,-0.462708863,-0.604015752,-0.450689257,-0.895399916,-1.203372942,-0.791572702,-1.131498451,-1.66789621,-1.639556419,-1.363789113,-0.287376792,-1.073208585,-1.517494781,-1.091203888,-0.984257552
YKL024C,0.019044587,0.033728967,0.151886624,-0.129032421,-0.606770582,-0.727179156,-0.650704967,-0.724140112,-0.976982625,-0.917268533,-1.466407469,-1.269820651,-1.161321578,-0.939072388,-0.762740141,-0.802480459,-0.688287384,-0.647969257,-0.522460551,-0.584564092,0.042961387,-0.571677901,-0.253011309,-0.555675619,-0.712743589
YKL029C,-0.114363471,-0.601916276,-0.426529972,-0.091152797,0.81259243,-1.994977772,-0.691403857,-1.248430085,-1.373028064,-0.79271154,-0.561091567,-0.603892331,-0.972358077,-0.196704614,0.454241235,1.180402492,0.911164375,1.169656262,1.06088542,0.461021791,-0.557454984,0.401554807,0.458163762,0.673456955,0.807953994
YKL033W-A,-0.317690161,-0.12686792,-0.308585756,-0.202313219,0.129860468,-0.57655988,-0.562486408,-0.29536689,-0.748182023,-0.48793225,-0.616097338,-0.273550154,-0.220637552,-0.192811566,-0.318421391,0.855368094,0.213969481,0.404002463,0.020555084,-0.538565455,-0.390266045,-0.42918639,-0.4470894,0.184488061,-0.269598681
YKL035W,-0.389937287,-0.470885659,-0.530118778,-0.626012123,-1.062570543,0.109689492,-0.096560985,-0.590124814,-0.485081846,-0.466361043,0.052197424,-0.277497767,-0.241847354,-0.644030134,-0.477794952,-1.141496,-0.919183764,-1.26471803,-0.942577075,-0.663125148,0.556966417,0.380642593,-0.409671794,-0.43300397,-0.34898363
