m/z	metabolite	BY003_01	BY003_02	BY003_03	BY003_04	BY003_05	BY003_06	BY003_07	BY003_08	BY003_09	BY003_10	BY003_11	BY003_12	BY003_13	BY003_14	BY003_15	BY003_16	BY003_17	BY003_18	BY003_19	BY003_20	BY003_21	BY003_22	BY008_01	BY008_02	BY008_03	BY008_04	BY008_05	BY008_06	BY008_07	BY008_08	BY008_09	BY008_10	BY008_11	BY008_12	BY008_13	BY008_14	BY008_15	BY008_16	BY008_17	BY008_18	BY008_19	BY008_20	BY008_21	BY008_22	BY012_01	BY012_02	BY012_03	BY012_04	BY012_05	BY012_06	BY012_07	BY012_08	BY012_09	BY012_10	BY012_12	BY012_13	BY012_14	BY012_15	BY012_16	BY012_17	BY012_18	BY012_19	BY012_20	BY012_21	BY012_22	BY009_01	BY009_03	BY009_04	BY009_05	BY009_07	BY009_08	BY009_09	BY009_10	BY009_11	BY009_12	BY009_13	BY009_14	BY009_15	BY009_16	BY009_17	BY009_18	BY009_19	BY009_20	BY009_21	BY009_22	BY010_01	BY010_02	BY010_03	BY010_04	BY010_05	BY010_06	BY010_08	BY010_09	BY010_10	BY010_11	BY010_12	BY010_13	BY010_14	BY010_15	BY010_16	BY010_17	BY010_18	BY010_19	BY010_20	BY010_21	BY010_22	BY010_23	BY010_24	BY010_25	BY010_26	BY010_27	BY010_28	BY013_01	BY013_02	BY013_03	BY013_04	BY013_07	BY013_08	BY013_09	BY013_10	BY013_11	BY013_12	BY013_13	BY013_14	BY013_15	BY013_16	BY013_17	BY013_18	BY013_19	BY013_20	BY013_21	BY013_22	BY013_23	BY013_24	BY013_25	BY013_26	BY013_27	BY013_28	BY013_29	BY013_30	BY013_31	BY013_32	BY005_01	BY005_02	BY005_03	BY005_04	BY005_05	BY005_06	BY005_07	BY005_08	BY005_09	BY005_10	BY005_11	BY005_12	BY005_14	BY005_15	BY005_16	BY005_17	BY005_18	BY005_19	BY005_20	BY005_21	BY005_22	BY006_01	BY006_02	BY006_03	BY006_04	BY006_05	BY006_06	BY006_07	BY006_08	BY006_09	BY006_10	BY006_11	BY006_12	BY006_13	BY006_14	BY006_15	BY006_16	BY006_17	BY006_18	BY006_19	BY006_20	BY006_22	BY007_01	BY007_02	BY007_03	BY007_04	BY007_05	BY007_06	BY007_07	BY007_08	BY007_09	BY007_10	BY007_11	BY007_12	BY007_13	BY007_14	BY007_15	BY007_16	BY007_17	BY007_18	BY007_19	BY007_20	BY007_21	BY007_22
341.11	D-Gal-alpha-1->6D-Glucose	D-Gal-alpha-1->6D-Glucose_341.11	1567493.158	1113437.895	1212126.316	1391424.737	1261181.373	1174284.804	1174360.294	1078084.804	1295535.294	1070586.275	858623.5294	680439.7059	710451.4706	493503.9216	313006.8627	284586.5741	211044.9074	175635.6481	163780.0813	134525.3846	131279.0441	193388.7681	709705.1282	891787.8205	726440.3846	705596.7949	406242.9412	749384.7059	568442.9412	483307.6471	615215.2941	490882.3529	575137.6471	503317.6471	503464.1176	463918.8235	389039.4444	231530	344506.8421	350527.9817	255161.6667	351666.2791	165493.0769	187552.6923	3565367.669	3421471.429	3837427.82	3961927.444	3630939.098	3405753.008	3261449.624	6375139.098	3499775.188	3378168.797	6215302.632	3910179.323	3857990.226	3306258.571	1531425.357	930603.0612	496094.3709	253347.0968	242226.8519	351702.0349	144043.8095	108950.6667	96010	106832.6667	128787.3418	116740.1899	141715.8537	179220.122	147428.0488	140232.9268	102537.8049	85718.90244	103488.2353	85155.29412	89698.23529	92037.05882	93311.76471	94617.24138	121269.5402	98322.47191	131945.1087	427383.1081	331529.7297	665893.2432	144380.4054	148654.0541	170031.0811	112407.4324	461138.5135	281967.5676	122643.9189	102483.7838	229525.6757	122045.2703	130369.5946	156376.25	1121676.25	326292.9412	182511.1765	112571.3483	627765.1685	88901.68539	123639.3617	204919.6809	445475.5319	192025.4717	132721.3636	845169.6721	427917.7215	342365.1899	691391.1392	137382.9114	146389.759	156839.1566	118525.3012	233349.3976	239134.1176	166152.9412	118545.8824	193431.1765	344662.9412	137674.1176	148765.7303	217007.3034	480014.0449	159201.6854	339955.618	127821.9101	290413.4831	304600	167791.8478	206055.4348	200857.0652	327435.9813	372181.4815	535768.9815	328543.3036	1103640.079	145301.9737	134592.7632	170217.1053	142148.0263	622316.6667	161058.3333	136716.0256	212439.7436	147060.2564	154400.641	158721.7949	144055.1282	112325.641	215934.6154	96770.43011	119189.2473	247706.9892	159022.2222	120306.0185	161567.0833	574223.0159	112671.8391	281597.7011	114545.4023	90744.25287	102426.1111	124657.7778	84628.33333	128156.6667	363115.5556	83510	668695	92556.11111	78359.47368	77876.84211	80801.57895	128597.9798	130701.0101	111282.1429	506647.1074	86950	157151.2739	115141.3043	88522.82609	98815.21739	80550	84734.78261	103323.3696	92742.93478	114765.2174	92911.95652	107371.7391	133411.413	266857.6087	185082.6087	90157.06522	103891.3043	78574.29907	117731.7757	100334.6154	96593.84615	96002.23881	105927.8169	165275
341.11	Epimelibiose	Epimelibiose_341.11	1567493.158	1113437.895	1212126.316	1391424.737	1261181.373	1174284.804	1174360.294	1078084.804	1295535.294	1070586.275	858623.5294	680439.7059	710451.4706	493503.9216	313006.8627	284586.5741	211044.9074	175635.6481	163780.0813	134525.3846	131279.0441	193388.7681	709705.1282	891787.8205	726440.3846	705596.7949	406242.9412	749384.7059	568442.9412	483307.6471	615215.2941	490882.3529	575137.6471	503317.6471	503464.1176	463918.8235	389039.4444	231530	344506.8421	350527.9817	255161.6667	351666.2791	165493.0769	187552.6923	3565367.669	3421471.429	3837427.82	3961927.444	3630939.098	3405753.008	3261449.624	6375139.098	3499775.188	3378168.797	6215302.632	3910179.323	3857990.226	3306258.571	1531425.357	930603.0612	496094.3709	253347.0968	242226.8519	351702.0349	144043.8095	108950.6667	96010	106832.6667	128787.3418	116740.1899	141715.8537	179220.122	147428.0488	140232.9268	102537.8049	85718.90244	103488.2353	85155.29412	89698.23529	92037.05882	93311.76471	94617.24138	121269.5402	98322.47191	131945.1087	427383.1081	331529.7297	665893.2432	144380.4054	148654.0541	170031.0811	112407.4324	461138.5135	281967.5676	122643.9189	102483.7838	229525.6757	122045.2703	130369.5946	156376.25	1121676.25	326292.9412	182511.1765	112571.3483	627765.1685	88901.68539	123639.3617	204919.6809	445475.5319	192025.4717	132721.3636	845169.6721	427917.7215	342365.1899	691391.1392	137382.9114	146389.759	156839.1566	118525.3012	233349.3976	239134.1176	166152.9412	118545.8824	193431.1765	344662.9412	137674.1176	148765.7303	217007.3034	480014.0449	159201.6854	339955.618	127821.9101	290413.4831	304600	167791.8478	206055.4348	200857.0652	327435.9813	372181.4815	535768.9815	328543.3036	1103640.079	145301.9737	134592.7632	170217.1053	142148.0263	622316.6667	161058.3333	136716.0256	212439.7436	147060.2564	154400.641	158721.7949	144055.1282	112325.641	215934.6154	96770.43011	119189.2473	247706.9892	159022.2222	120306.0185	161567.0833	574223.0159	112671.8391	281597.7011	114545.4023	90744.25287	102426.1111	124657.7778	84628.33333	128156.6667	363115.5556	83510	668695	92556.11111	78359.47368	77876.84211	80801.57895	128597.9798	130701.0101	111282.1429	506647.1074	86950	157151.2739	115141.3043	88522.82609	98815.21739	80550	84734.78261	103323.3696	92742.93478	114765.2174	92911.95652	107371.7391	133411.413	266857.6087	185082.6087	90157.06522	103891.3043	78574.29907	117731.7757	100334.6154	96593.84615	96002.23881	105927.8169	165275
346.06	AMP	AMP_346.06	60146.31579	54947.36842	62267.89474	74775.26316	56732.84314	91400.4902	77067.15686	69159.80392	87504.41176	71201.96078	51213.23529	54381.37255	52516.66667	52799.01961	59725.98039	49486.57407	51536.11111	54664.81481	45519.9187	44293.07692	41667.27941	54925.36232	65892.30769	81387.17949	72919.87179	63794.23077	52355.29412	107864.7059	101874.1176	74891.17647	101005.8824	71125.88235	62927.05882	56463.52941	66807.64706	77541.17647	64607.22222	48916.84211	54380	35972.47706	37035.41667	36564.34109	50971.53846	53568.07692	33631.95489	30836.09023	43007.89474	32602.63158	46448.49624	49691.35338	52404.13534	98606.76692	63479.69925	51501.12782	72856.01504	58977.44361	51849.24812	63669.64286	48172.5	45315.98639	63350	52086.45161	76293.20988	61614.24419	55849.52381	105072.6667	89831.33333	67279.33333	69751.26582	81336.39241	68079.26829	86475.60976	77926.21951	64529.26829	83407.92683	75039.02439	80631.76471	71483.52941	71062.94118	64491.76471	89836.47059	85967.24138	102714.3678	86638.76404	122336.9565	84332.43243	86370.94595	84054.72973	85370.27027	56679.72973	87352.02703	80156.08108	67099.32432	86179.72973	52537.16216	73257.43243	61906.08108	45910.81081	60460.81081	87838.125	86105	66459.41176	56585.29412	68551.68539	93662.35955	50634.26966	56556.91489	65405.85106	81185.10638	45789.62264	52625	58332.78689	108941.1392	156381.6456	155363.2911	93286.07595	107865.0602	107372.2892	98563.85542	129572.8916	217871.7647	140972.3529	46735.29412	119839.4118	158814.7059	98533.52941	77027.52809	84544.38202	85721.91011	99099.4382	108576.4045	76803.93258	105936.5169	71603.33333	87445.65217	117739.6739	75529.34783	89657.94393	52318.98148	108020.8333	84855.80357	87147.61905	61585.52632	72259.21053	64239.47368	67648.02632	86444.87179	65063.46154	60344.23077	67096.15385	56387.82051	62423.07692	80857.05128	67114.74359	51608.33333	81323.39744	60368.27957	47417.74194	45355.91398	55781.01852	65118.98148	54196.66667	68942.85714	60566.66667	72075.86207	56879.31034	62291.37931	62191.11111	64365	43413.88889	68870	68758.33333	57085	52155.55556	61814.44444	52201.05263	48825.26316	59331.57895	52733.83838	52496.46465	50370.98214	59811.57025	60337.60331	41344.58599	92825.54348	79184.78261	68580.43478	63489.13043	56304.34783	59093.47826	52995.1087	66964.13043	78875.54348	71316.30435	68582.06522	63144.56522	61250.54348	59595.65217	59426.63043	45114.48598	48453.73832	40448.2906	50654.61538	48672.76119	51701.05634	43017.60563
346.06	dGMP	dGMP_346.06	60146.31579	54947.36842	62267.89474	74775.26316	56732.84314	91400.4902	77067.15686	69159.80392	87504.41176	71201.96078	51213.23529	54381.37255	52516.66667	52799.01961	59725.98039	49486.57407	51536.11111	54664.81481	45519.9187	44293.07692	41667.27941	54925.36232	65892.30769	81387.17949	72919.87179	63794.23077	52355.29412	107864.7059	101874.1176	74891.17647	101005.8824	71125.88235	62927.05882	56463.52941	66807.64706	77541.17647	64607.22222	48916.84211	54380	35972.47706	37035.41667	36564.34109	50971.53846	53568.07692	33631.95489	30836.09023	43007.89474	32602.63158	46448.49624	49691.35338	52404.13534	98606.76692	63479.69925	51501.12782	72856.01504	58977.44361	51849.24812	63669.64286	48172.5	45315.98639	63350	52086.45161	76293.20988	61614.24419	55849.52381	105072.6667	89831.33333	67279.33333	69751.26582	81336.39241	68079.26829	86475.60976	77926.21951	64529.26829	83407.92683	75039.02439	80631.76471	71483.52941	71062.94118	64491.76471	89836.47059	85967.24138	102714.3678	86638.76404	122336.9565	84332.43243	86370.94595	84054.72973	85370.27027	56679.72973	87352.02703	80156.08108	67099.32432	86179.72973	52537.16216	73257.43243	61906.08108	45910.81081	60460.81081	87838.125	86105	66459.41176	56585.29412	68551.68539	93662.35955	50634.26966	56556.91489	65405.85106	81185.10638	45789.62264	52625	58332.78689	108941.1392	156381.6456	155363.2911	93286.07595	107865.0602	107372.2892	98563.85542	129572.8916	217871.7647	140972.3529	46735.29412	119839.4118	158814.7059	98533.52941	77027.52809	84544.38202	85721.91011	99099.4382	108576.4045	76803.93258	105936.5169	71603.33333	87445.65217	117739.6739	75529.34783	89657.94393	52318.98148	108020.8333	84855.80357	87147.61905	61585.52632	72259.21053	64239.47368	67648.02632	86444.87179	65063.46154	60344.23077	67096.15385	56387.82051	62423.07692	80857.05128	67114.74359	51608.33333	81323.39744	60368.27957	47417.74194	45355.91398	55781.01852	65118.98148	54196.66667	68942.85714	60566.66667	72075.86207	56879.31034	62291.37931	62191.11111	64365	43413.88889	68870	68758.33333	57085	52155.55556	61814.44444	52201.05263	48825.26316	59331.57895	52733.83838	52496.46465	50370.98214	59811.57025	60337.60331	41344.58599	92825.54348	79184.78261	68580.43478	63489.13043	56304.34783	59093.47826	52995.1087	66964.13043	78875.54348	71316.30435	68582.06522	63144.56522	61250.54348	59595.65217	59426.63043	45114.48598	48453.73832	40448.2906	50654.61538	48672.76119	51701.05634	43017.60563
347.04	IMP	IMP_347.04	15593.15789	11418.94737	10020.52632	9977.368421	15473.03922	9819.117647	12664.21569	14597.05882	14679.41176	13850.98039	18029.41176	18646.07843	25884.31373	22924.5098	19225.98039	17994.90741	29067.12963	31193.05556	29798.78049	26050.76923	28729.04412	27267.02899	18444.23077	15164.10256	16654.48718	14165.38462	10953.52941	12700	15305.88235	19211.76471	21762.94118	19647.05882	26577.64706	28091.76471	30508.23529	30383.52941	19066.66667	23087.36842	22748.94737	19665.59633	29965.41667	29033.33333	30878.46154	24218.46154	9120.300752	9896.616541	7946.240602	10221.42857	6625.93985	7854.511278	8146.992481	7254.135338	9203.759398	8912.030075	15913.90977	16238.34586	18027.81955	15547.85714	16555.71429	17776.19048	30006.29139	36246.45161	51531.79012	38974.7093	28608.57143	23404.66667	13852	14660	13691.77215	16658.22785	15165.2439	15093.29268	14523.78049	13309.7561	16075	15918.90244	14665.88235	14967.05882	15486.47059	12465.88235	16041.17647	17773.56322	16480.45977	17380.89888	21990.76087	17614.86486	18552.02703	16832.43243	16212.83784	12458.10811	17902.7027	13856.75676	13911.48649	17625	10445.27027	13397.2973	15267.56757	11643.91892	12106.75676	17106.25	18669.375	14710	11115.88235	14055.61798	17531.46067	8700.561798	8180.319149	9148.404255	10213.29787	7609.433962	8718.636364	10152.04918	25291.77215	29971.51899	34293.03797	18002.53165	22860.24096	21301.20482	16171.68675	17240.96386	34811.76471	23637.64706	10250.58824	23354.70588	28215.88235	20670	15482.58427	18047.75281	17667.41573	23760.11236	19322.47191	15369.10112	21500	13271.66667	15116.30435	17283.69565	10198.91304	9665.420561	7379.166667	12751.38889	13236.60714	8300.396825	12169.07895	12758.55263	11151.31579	11565.78947	17969.87179	10856.41026	10871.15385	11724.35897	11520.51282	14812.82051	13823.07692	11939.74359	7592.307692	9371.794872	8306.989247	7437.634409	5544.623656	6524.537037	7027.777778	5992.083333	7701.587302	9668.965517	13605.74713	11250	10354.02299	12497.77778	10006.11111	8747.222222	12601.66667	11904.44444	10576.66667	12968.33333	9512.777778	8912.105263	8476.842105	7695.789474	6854.040404	6989.393939	5306.696429	9721.900826	5801.652893	4164.33121	18273.91304	13809.23913	11333.69565	11759.23913	11141.30435	11349.45652	9857.608696	13763.04348	13048.36957	11493.47826	12227.71739	12046.19565	9851.086957	8897.826087	8561.413043	6432.71028	7507.943925	5282.478632	5150.384615	5795.522388	5374.647887	6401.760563
350.07	dAMP	dAMP_350.07	8585.263158	12075.26316	12959.47368	11511.57895	7567.156863	11407.35294	11285.78431	9810.784314	11118.62745	12154.41176	9332.843137	10798.52941	9523.529412	12105.88235	12351.47059	11577.31481	12584.25926	12559.25926	11888.21138	12389.61538	9881.617647	11794.56522	11289.10256	14123.71795	10157.05128	10881.41026	10261.17647	11956.47059	11052.94118	10047.05882	10675.88235	11881.76471	11880.58824	12204.70588	12268.23529	15886.47059	11671.66667	9583.684211	14138.94737	8699.082569	11084.58333	7663.953488	10322.30769	7999.230769	6171.428571	5746.240602	8171.052632	4568.045113	7262.030075	6309.774436	7439.473684	6852.255639	6436.842105	7852.631579	6763.157895	8479.323308	7735.714286	8371.428571	9314.642857	9335.714286	10848.34437	11882.90323	11407.40741	11215.40698	8526.904762	10718	8264.666667	12598	9931.64557	13055.6962	9060.365854	9478.04878	6592.682927	10539.02439	10719.5122	7953.04878	10450	8274.117647	10213.52941	9106.470588	9715.294118	7443.103448	7143.103448	10771.91011	9181.521739	11369.59459	9579.72973	10404.05405	8870.945946	8556.081081	11481.08108	10217.56757	9558.108108	11054.05405	8302.027027	9280.405405	7922.297297	5579.054054	7747.972973	8348.125	9315	9753.529412	7158.235294	6897.752809	9720.786517	8450.561798	7420.212766	8200.531915	9525	6227.358491	6657.272727	7529.918033	12456.32911	12137.34177	11215.18987	10498.73418	13635.54217	11670.48193	8637.349398	11486.14458	11102.35294	13773.52941	7851.764706	12544.11765	13709.41176	10258.23529	6798.314607	9856.179775	7494.382022	10003.37079	8642.134831	8214.044944	10179.77528	9646.666667	9611.956522	11698.36957	9736.956522	9736.915888	8376.388889	10706.48148	10787.05357	8071.428571	8340.131579	6137.5	8669.078947	9472.368421	11520.51282	7375.641026	7475.641026	9101.923077	6997.435897	5489.74359	8235.25641	10746.79487	6980.769231	9990.705128	7847.849462	8350.537634	6508.064516	9375	7855.092593	7897.083333	7997.619048	9856.896552	9460.91954	7919.54023	6639.08046	7855.555556	8440	5547.222222	7628.333333	12422.22222	7187.777778	11731.66667	8233.888889	7268.947368	7091.052632	7229.473684	10419.69697	8121.212121	7071.428571	9592.561983	6657.85124	4613.694268	12302.71739	7553.804348	7880.434783	6619.565217	6730.434783	7375	5910.326087	7928.26087	8479.347826	8453.26087	6370.108696	9594.021739	7803.26087	7795.108696	7442.391304	5501.869159	6113.551402	6233.760684	7275.384615	7752.61194	6243.309859	6251.056338
354	"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate"	"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate_354.00"	8796.315789	13030.52632	12132.10526	11689.47368	6698.529412	9985.784314	8049.019608	7210.784314	9340.196078	9814.705882	8054.901961	9884.313725	10490.68627	8431.372549	9833.333333	10185.18519	10015.27778	7783.333333	9091.869919	8457.307692	9348.529412	8910.507246	10290.38462	14891.66667	11666.02564	12041.02564	8085.294118	9056.470588	10168.82353	9337.647059	11226.47059	11328.23529	10095.88235	10543.52941	11242.94118	13489.41176	9388.888889	11921.57895	9109.473684	14465.59633	9847.083333	5071.317829	7526.153846	7409.230769	5662.406015	5962.030075	5813.533835	4900.37594	5616.917293	5228.195489	6104.887218	6060.150376	6314.285714	5915.037594	6266.541353	6980.827068	6808.270677	5855.714286	7892.5	7520.748299	8798.013245	7479.354839	15430.55556	7206.686047	7666.190476	13028.66667	11786	11021.33333	13178.48101	13289.87342	10164.63415	16165.85366	13871.34146	10678.65854	9742.073171	10129.87805	11020	10633.52941	7634.705882	9031.176471	13087.64706	8887.931034	12509.77011	13178.08989	10969.56522	10410.13514	11897.2973	15995.94595	10608.78378	11949.32432	13488.51351	11473.64865	10535.13514	10853.37838	11953.37838	10983.78378	9472.972973	9917.567568	9102.027027	11623.75	14622.5	9755.882353	10080.58824	8934.831461	14958.98876	8691.011236	8606.382979	9484.574468	11913.29787	6406.132075	7859.090909	7516.393443	18068.98734	16310.12658	21496.83544	14713.29114	13716.26506	12238.55422	10350.60241	15234.93976	14814.70588	14194.11765	9888.823529	17872.94118	21783.52941	12634.11765	10370.78652	13296.62921	13331.46067	12993.82022	14867.41573	9929.213483	16152.80899	18061.11111	11585.32609	15320.65217	10597.28261	10251.40187	11170.37037	15968.51852	11407.14286	16727.77778	11781.57895	7377.631579	10063.15789	11442.10526	15699.35897	9085.897436	10628.20513	11589.74359	7862.820513	5734.615385	10575.64103	12434.61538	9384.615385	10827.24359	9918.27957	9687.634409	9614.516129	10188.42593	9709.722222	10286.25	12282.14286	12120.11494	11833.90805	9250	9255.172414	8627.777778	11977.77778	8055	7666.666667	18759.44444	8668.333333	18598.88889	9321.666667	7557.368421	8181.578947	7109.473684	9310.10101	10772.72727	8432.142857	18056.61157	8553.305785	6673.566879	11252.71739	8563.043478	9671.73913	8765.217391	9205.434783	8561.956522	8759.23913	9733.695652	9650	10464.67391	8710.869565	12539.67391	11568.47826	9242.391304	9315.217391	6716.82243	6126.635514	6667.094017	7645	7242.537313	7246.478873	6072.183099
362.05	GMP	GMP_362.05	11173.68421	14984.21053	15190	18106.31579	13162.2549	19216.66667	15536.76471	15535.78431	21313.23529	15704.90196	10556.86275	13487.2549	10730.39216	13852.94118	13601.47059	10437.96296	9175	10578.7037	7308.130081	8523.076923	7399.264706	9165.217391	12987.17949	15771.79487	14461.53846	14747.4359	9424.705882	18700.58824	18531.17647	15138.82353	18800	13863.52941	10818.23529	11620	11787.64706	15812.35294	11383.88889	10761.57895	11375.78947	7460.550459	7710.416667	6685.658915	8733.461538	8857.307692	10429.32331	9912.781955	13704.51128	8957.518797	10975.18797	10722.18045	12309.02256	21250.75188	15022.18045	11068.04511	13813.15789	11818.79699	10245.86466	11572.5	9867.5	7309.863946	8245.364238	7097.419355	8468.82716	8564.534884	8684.047619	16976	13967.33333	9827.333333	10905.6962	12615.82278	13934.14634	13751.82927	14236.58537	9889.02439	13759.14634	14514.02439	11242.35294	12174.11765	13112.35294	9045.294118	14028.23529	15903.44828	13712.64368	14349.4382	19061.95652	16605.40541	17824.32432	15044.59459	15660.81081	10597.2973	12852.7027	14389.86486	13821.62162	15793.91892	9951.351351	12175	12354.72973	9346.621622	10766.21622	14439.375	17830	12508.82353	10800.58824	13213.48315	18757.30337	10118.53933	10045.74468	12671.80851	19040.95745	9626.415094	10516.36364	15020.08197	20533.5443	29741.77215	34172.1519	18167.08861	18275.90361	22167.46988	15081.92771	22063.25301	37914.70588	27401.17647	8089.411765	20978.23529	30835.88235	17243.52941	12680.33708	16391.01124	18659.55056	23084.26966	22854.49438	14020.22472	21703.37079	15819.44444	15997.82609	25082.6087	15179.8913	16574.76636	14146.75926	24234.72222	22002.23214	20833.73016	9831.578947	13265.78947	11046.71053	9606.578947	15721.15385	9584.615385	9217.948718	11793.58974	9153.846154	11070.51282	13886.53846	12115.38462	8199.358974	15221.15385	9101.075269	7488.709677	10004.83871	10442.59259	9471.759259	9169.166667	12848.4127	9214.367816	13262.64368	9714.367816	8853.448276	8718.333333	9581.111111	7151.666667	12021.66667	9601.666667	8373.888889	11128.33333	9099.444444	7423.157895	8061.052632	7465.263158	8706.565657	8463.131313	7225.446429	9251.239669	7833.884298	5553.503185	15933.69565	13726.08696	9880.978261	9548.913043	7774.456522	8075	8186.413043	11791.30435	10842.3913	10209.23913	9372.282609	9994.565217	10506.52174	9151.086957	8210.869565	7110.747664	7789.719626	6504.273504	6331.538462	8295.149254	7866.197183	6904.577465
363.03	Xanthosine 5-phosphate	Xanthosine 5-phosphate_363.03	52693.15789	17152.10526	20402.63158	18536.31579	53995.09804	14914.21569	40363.23529	46152.45098	16272.05882	17328.92157	59296.56863	18175.4902	43726.96078	37145.09804	25601.47059	16484.25926	54301.85185	46491.66667	44526.42276	44724.61538	62276.10294	45086.23188	77137.82051	30527.5641	78421.79487	65466.02564	53747.05882	21082.94118	50693.52941	63090.58824	62995.88235	48337.64706	62114.11765	59420.58824	42324.11765	48518.82353	34638.88889	16127.36842	41960	37193.11927	46607.08333	51524.03101	52307.69231	43758.84615	44362.78195	27994.3609	22928.94737	42336.46617	22887.96992	38722.55639	34844.73684	13750.75188	44113.53383	41103.7594	17956.01504	15781.20301	35011.65414	8358.214286	22507.85714	27785.03401	39543.70861	58904.83871	94243.20988	71307.26744	44837.61905	11904	15568	19351.33333	15063.92405	15563.29114	12024.39024	11418.90244	13925	14850	9349.390244	13042.68293	14437.64706	10827.64706	13741.76471	17070.58824	12664.70588	10460.34483	14500	12832.02247	13429.34783	9325.675676	10333.78378	13487.16216	14943.91892	23979.05405	15143.24324	14843.91892	13070.94595	13069.59459	21747.97297	17225.67568	14987.83784	23458.78378	18032.43243	17392.5	9377.5	14419.41176	15810	15092.13483	8734.269663	12711.79775	12371.2766	11605.85106	10907.97872	16265.09434	10863.63636	10490.16393	14710.75949	12924.68354	16370.25316	10581.64557	11048.79518	12616.26506	11854.21687	10128.91566	12620	13505.88235	12331.76471	12244.70588	12897.05882	14219.41176	11572.47191	9660.674157	11249.4382	10687.07865	10546.62921	8761.797753	11398.8764	10131.11111	8238.043478	11428.80435	12636.95652	8612.149533	11550.92593	22514.81481	11876.33929	14046.42857	13242.10526	7801.315789	8501.315789	10317.76316	9464.74359	11414.74359	11166.66667	9065.384615	6373.076923	5507.051282	12614.74359	8601.923077	16155.76923	10743.58974	7226.88172	12459.13978	4681.72043	8906.018519	6146.296296	9763.75	6596.428571	6860.344828	6658.045977	6827.011494	11679.31034	10462.22222	7147.777778	14984.44444	7464.444444	7480	11645.55556	7616.666667	9261.666667	10257.89474	11016.84211	11203.68421	8041.414141	11733.33333	10084.82143	6985.53719	10289.2562	12266.24204	11831.52174	8026.086957	11270.65217	11943.47826	14227.17391	12382.6087	14772.82609	9685.869565	12078.26087	8609.23913	9383.695652	8035.326087	9128.804348	9016.847826	12315.76087	9259.345794	8060.280374	10485.47009	9837.307692	9585.074627	9405.985915	11739.43662
365.05	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide_365.05	22093.68421	12944.21053	11472.10526	9771.052632	23842.64706	8904.901961	16352.94118	20113.23529	10086.27451	9039.215686	22146.56863	12392.64706	22111.76471	15972.54902	13909.31373	13070.83333	17217.12963	24232.87037	34858.53659	44292.30769	61382.72059	57642.75362	32245.51282	18362.82051	31306.41026	26244.87179	25120.58824	12524.70588	19984.70588	33498.23529	24821.76471	21904.70588	32752.35294	29363.52941	21118.23529	21175.88235	19477.22222	9153.157895	20826.31579	25691.2844	33422.08333	39967.44186	51611.92308	38774.23077	17613.90977	15404.13534	10692.85714	21465.03759	8412.406015	15749.62406	13846.99248	7972.180451	15609.77444	16236.09023	9309.022556	7895.864662	15237.21805	6649.642857	11257.14286	12748.63946	13505.96026	30502.25806	46846.2963	57901.74419	45285.2381	14377.33333	15993.33333	20496.66667	15399.36709	20359.17722	11444.5122	12167.68293	14692.07317	16090.85366	11005.4878	14882.92683	13755.88235	14150	13468.82353	15370	14044.11765	12088.50575	13606.32184	14282.58427	13586.95652	11056.75676	11354.05405	14881.08108	15986.48649	17785.13514	13195.94595	13961.48649	12101.35135	14731.75676	18043.91892	13429.05405	12529.72973	22463.51351	17118.24324	15748.125	9373.75	14003.52941	13200.58824	12844.94382	9043.258427	11734.83146	10043.61702	12024.46809	11581.38298	12626.88679	12040.45455	14836.88525	12150	11279.11392	13425.94937	11344.93671	10159.03614	11483.73494	12084.93976	11343.37349	10958.23529	11334.11765	15515.29412	10981.76471	11727.64706	11013.52941	10657.30337	9978.089888	9003.370787	8729.213483	9617.41573	8667.41573	11724.1573	9972.222222	9851.630435	10732.6087	10517.3913	8985.046729	10767.59259	19366.66667	27377.67857	12539.68254	15913.81579	8892.105263	12018.42105	13412.5	9235.25641	11129.48718	16302.5641	9578.846154	7687.179487	6142.307692	13201.92308	10185.89744	18011.53846	12517.62821	8582.258065	12042.47312	5745.698925	10733.33333	7232.407407	10562.5	7802.777778	11926.43678	8056.321839	9423.563218	14819.54023	11081.11111	9458.333333	20684.44444	7753.333333	9432.777778	13645.55556	12796.11111	13331.11111	11425.78947	12813.15789	13202.10526	9831.313131	15200.50505	12086.60714	8006.61157	10141.32231	9772.292994	11258.69565	9535.869565	12245.65217	13619.56522	17323.36957	14659.23913	17261.95652	11327.71739	11795.65217	10144.02174	9670.652174	12066.30435	11154.34783	11340.76087	13292.93478	10993.45794	8950	10661.96581	8751.923077	8964.552239	9975.352113	9567.605634
