Metabolites,ion,name,feature,coef,coef (abs),cor,pval,fdr
Hypoxanthine,135.03,CRZ1,YNL027W,0.005786491,0.005786491,0.39183237,0.107806075,0.163765826
L-Proline,114.06,RTG3,YBL103C,-0.005737576,0.005737576,0.099398445,0.694754631,0.741718491
Ornithine,131.08,BAS1,YKR099W,0.005655408,0.005655408,0.840910313,1.24E-05,0.000115837
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,ZAP1,YJL056C,-0.00557265,0.00557265,-0.91248108,1.31E-07,5.15E-06
Hypoxanthine,135.03,GZF3,YJL110C,0.005501968,0.005501968,0.252166978,0.312742812,0.38862209
gamma-Amino-gamma-cyanobutanoate,127.05,HSF1,YGL073W,0.00548612,0.00548612,0.878397232,1.63E-06,2.45E-05
NAD,662.1,DAL82,YNL314W,0.005453656,0.005453656,-0.63105157,0.004979662,0.013594478
dUDP,387,PHD1,YKL043W,0.005380287,0.005380287,0.642241445,0.004054077,0.011528783
gamma-Amino-gamma-cyanobutanoate,127.05,RPH1,YER169W,-0.005379123,0.005379123,-0.87984884,1.49E-06,2.35E-05
Fumarate,115,CAD1,YDR423C,-0.005368345,0.005368345,0.136875857,0.588104462,0.644419511
L-Glutamine,145.06,NRG1,YDR043C,-0.005361221,0.005361221,-0.857648456,5.37E-06,6.00E-05
L-Glutamine,145.06,GAL4,YPL248C,0.005317949,0.005317949,0.215646277,0.39011707,0.463052
NAD,662.1,STB4,YMR019W,-0.005308887,0.005308887,-0.908791665,1.80E-07,5.84E-06
O-Phospho-L-serine,184,GAL4,YPL248C,-0.005306818,0.005306818,-0.028880068,0.909432566,0.926399592
gamma-Amino-gamma-cyanobutanoate,127.05,HAP1,YLR256W,0.005286004,0.005286004,0.856255712,5.78E-06,6.24E-05
L-Glutamine,145.06,FKH1,YIL131C,-0.005262359,0.005262359,-0.83801703,1.41E-05,0.000128785
O-Phospho-L-serine,184,BAS1,YKR099W,-0.005249841,0.005249841,-0.431635154,0.073677489,0.11952265
NAD,662.1,XBP1,YIL101C,-0.005237152,0.005237152,-0.872711063,2.31E-06,3.10E-05
dUDP,387,RLM1,YPL089C,0.005233458,0.005233458,0.626552738,0.005397197,0.01444544
dUDP,387,TEC1,YBR083W,-0.005221195,0.005221195,-0.876187066,1.87E-06,2.73E-05
L-Citrulline,174.09,HAP3,YBL021C,-0.005211198,0.005211198,-0.738213766,0.000468729,0.001895024
Xanthine,151.03,CAD1,YDR423C,0.005190925,0.005190925,0.349594215,0.155008752,0.222729794
Xanthosine 5-phosphate,363.03,ABF1,YKL112W,0.005185899,0.005185899,0.045848343,0.856644309,0.880132943
Deoxycytidine,226.08,PDR3,YBL005W,-0.00518362,0.00518362,-0.691049393,0.001494299,0.004940493
gamma-Amino-gamma-cyanobutanoate,127.05,RTG3,YBL103C,-0.00517201,0.00517201,-0.102924476,0.684445293,0.733581018
Dethiobiotin,213.12,SKO1,YNL167C,0.005106111,0.005106111,-0.486308797,0.040718983,0.072183652
gamma-Amino-gamma-cyanobutanoate,127.05,NRG1,YDR043C,-0.005096859,0.005096859,-0.862153891,4.21E-06,4.85E-05
L-Glutamine,145.06,PDR1,YGL013C,0.00486504,0.00486504,0.354681622,0.148681062,0.215086683
L-Saccharopine,275.12,GAT1,YFL021W,-0.004826065,0.004826065,-0.602826331,0.008096106,0.019734259
gamma-Amino-gamma-cyanobutanoate,127.05,THI2,YBR240C,-0.004816738,0.004816738,-0.61552879,0.006541624,0.016825093
dUDP,387,ABF1,YKL112W,0.004813512,0.004813512,0.776612694,0.000150435,0.000794951
L-Saccharopine,275.12,SKN7,YHR206W,0.004805024,0.004805024,-0.341579169,0.165347855,0.234580365
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,PHD1,YKL043W,0.004804732,0.004804732,0.643575302,0.003953827,0.011260453
Deoxycytidine,226.08,HAP2,YGL237C,0.004798206,0.004798206,0.787279003,0.000105481,0.000619554
L-Proline,114.06,HAP4,YKL109W,0.004753087,0.004753087,0.717645146,0.000798888,0.002875095
NAD,662.1,SNT2,YGL131C,-0.004750891,0.004750891,-0.165144557,0.512552314,0.578893306
Pyruvate,87.01,GAT1,YFL021W,0.004745786,0.004745786,0.548874379,0.018326448,0.037376566
2-Oxoadipate,159.03,SNT2,YGL131C,0.004736241,0.004736241,0.015923673,0.949995976,0.960172519
Deoxycytidine,226.08,RTG3,YBL103C,-0.004727022,0.004727022,-0.278811861,0.262553529,0.341087555
Xanthine,151.03,SNT2,YGL131C,0.004720849,0.004720849,-0.39276957,0.106891955,0.163036057
Hypoxanthine,135.03,ASH1,YKL185W,-0.004711831,0.004711831,-0.33621848,0.172518423,0.242949674
L-Glutamine,145.06,SKN7,YHR206W,-0.004707051,0.004707051,-0.614992552,0.006601942,0.016920258
2-Oxoadipate,159.03,GAL4,YPL248C,-0.004679375,0.004679375,-0.092810322,0.714152848,0.757771289
Ornithine,131.08,UGA3,YDL170W,-0.004677442,0.004677442,-0.532369887,0.022942489,0.044953676
dUDP,387,SKO1,YNL167C,-0.004643197,0.004643197,-0.806966829,5.18E-05,0.000364274
2-Oxoadipate,159.03,TYE7,YOR344C,0.004633926,0.004633926,0.007818879,0.975435882,0.979022044
Deoxycytidine,226.08,PHD1,YKL043W,0.004606782,0.004606782,0.42093489,0.081937672,0.130268628
Inosine,267.07,SIP4,YJL089W,-0.004596438,0.004596438,0.138094268,0.58475482,0.642032555
Ornithine,131.08,MET31,YPL038W,-0.004588835,0.004588835,0.55266914,0.017376872,0.035630046
2-Oxoadipate,159.03,HAP4,YKL109W,-0.004555375,0.004555375,0.252051495,0.31297195,0.38862209
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,GCN4,YEL009C,-0.004505929,0.004505929,-0.7781139,0.000143269,0.000764768
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,GAL4,YPL248C,0.004494101,0.004494101,0.361761144,0.140175082,0.205582948
O-Phospho-L-serine,184,GZF3,YJL110C,0.004493265,0.004493265,0.306493758,0.216076065,0.29078969
L-Proline,114.06,CIN5,YOR028C,0.004446434,0.004446434,0.850283887,7.85E-06,8.15E-05
Dethiobiotin,213.12,GAL4,YPL248C,-0.004428308,0.004428308,-0.023680387,0.925691354,0.939456281
L-Saccharopine,275.12,GCN4,YEL009C,-0.004365373,0.004365373,-0.72607833,0.000645611,0.002409694
"But-1-ene-1,2,4-tricarboxylate",187.02,RDS1,YCR106W,-0.004323006,0.004323006,-0.726779231,0.000634066,0.002375882
L-Saccharopine,275.12,GZF3,YJL110C,-0.004313816,0.004313816,-0.573430357,0.012847532,0.02805901
Pyruvate,87.01,PHD1,YKL043W,-0.004312468,0.004312468,-0.529921846,0.023698321,0.04625893
Pyruvate,87.01,SMP1,YBR182C,-0.004298554,0.004298554,-0.336220767,0.172515321,0.242949674
Ornithine,131.08,RLM1,YPL089C,-0.004298152,0.004298152,0.330953384,0.179762533,0.250749051
L-Proline,114.06,RIM101,YHL027W,0.004291339,0.004291339,0.53678211,0.021627983,0.04287456
Pyruvate,87.01,ABF1,YKL112W,0.004283903,0.004283903,-0.370697521,0.129928233,0.192624401
L-Citrulline,174.09,MCM1,YMR043W,0.00426905,0.00426905,-0.267842104,0.282569073,0.359513647
2-Oxoadipate,159.03,SWI5,YDR146C,-0.004259653,0.004259653,-0.133984727,0.596084553,0.652415568
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,FKH1,YIL131C,-0.00423656,0.00423656,-0.862230469,4.20E-06,4.85E-05
Dethiobiotin,213.12,AZF1,YOR113W,-0.004195674,0.004195674,-0.524470508,0.025451354,0.048980401
Xanthosine 5-phosphate,363.03,UME6,YDR207C,0.004190172,0.004190172,0.271782696,0.275274533,0.352801361
"But-1-ene-1,2,4-tricarboxylate",187.02,YAP1,YML007W,-0.004170129,0.004170129,0.560111488,0.015627612,0.03271015
4-Aminobutanoate,102.06,ABF1,YKL112W,0.004168579,0.004168579,0.149697318,0.553265995,0.616496394
Deoxycytidine,226.08,HSF1,YGL073W,0.004159394,0.004159394,0.761918036,0.000238117,0.001131945
NAD,662.1,SKN7,YHR206W,0.004158643,0.004158643,-0.576808334,0.012209328,0.027067315
NAD,662.1,HAP3,YBL021C,-0.004152063,0.004152063,-0.918063003,7.88E-08,4.74E-06
Dethiobiotin,213.12,SPT2,YER161C,-0.004088244,0.004088244,-0.534881695,0.022186717,0.043714865
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SNT2,YGL131C,-0.004079028,0.004079028,-0.327099491,0.185192452,0.255498892
Deoxycytidine,226.08,ECM22,YLR228C,0.004037158,0.004037158,-0.165906671,0.51058088,0.577007724
O-Phospho-L-serine,184,ECM22,YLR228C,-0.004028714,0.004028714,0.357880414,0.144794829,0.210831379
Ornithine,131.08,MSN4,YKL062W,-0.004024175,0.004024175,-0.774657053,0.000160224,0.000839015
Xanthosine 5-phosphate,363.03,THI2,YBR240C,0.004012012,0.004012012,0.58008264,0.011615116,0.025960802
Inosine,267.07,YOX1,YML027W,0.003988396,0.003988396,-0.066174849,0.794180606,0.830694657
L-Citrulline,174.09,CRZ1,YNL027W,0.003935925,0.003935925,-0.160083247,0.525735059,0.591684157
L-Saccharopine,275.12,PUT3,YKL015W,0.003890857,0.003890857,-0.056293466,0.824421325,0.853912819
"But-1-ene-1,2,4-tricarboxylate",187.02,ECM22,YLR228C,-0.003877103,0.003877103,-0.414670348,0.087077264,0.136958561
Xanthine,151.03,GCR1,YPL075W,0.003833434,0.003833434,0.572604959,0.013007447,0.028343478
Inosine,267.07,NRG1,YDR043C,0.003772956,0.003772956,-0.022635868,0.928961023,0.941774278
2-Oxoadipate,159.03,PHO2,YDL106C,-0.003764131,0.003764131,0.015011649,0.95285684,0.96140941
dUDP,387,STP1,YDR463W,-0.003747256,0.003747256,-0.894802219,5.40E-07,1.29E-05
Xanthine,151.03,YAP7,YOL028C,0.003743585,0.003743585,0.274890289,0.269604593,0.348353196
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SKN7,YHR206W,0.003739837,0.003739837,-0.564374629,0.014690373,0.031210946
NAD,662.1,UGA3,YDL170W,-0.003737998,0.003737998,-0.758415815,0.000264415,0.001223479
"But-1-ene-1,2,4-tricarboxylate",187.02,NRG1,YDR043C,-0.003732553,0.003732553,-0.760910872,0.000245443,0.001155276
Dethiobiotin,213.12,MET32,YDR253C,0.003727313,0.003727313,0.524889996,0.025312969,0.048812395
Xanthine,151.03,HAP3,YBL021C,-0.003720083,0.003720083,-0.358125784,0.144499656,0.210632222
O-Phospho-L-serine,184,YAP5,YIR018W,-0.003719631,0.003719631,-0.564812387,0.014596719,0.031166849
2-Oxoadipate,159.03,RDS1,YCR106W,-0.00371052,0.00371052,-0.012649433,0.960269179,0.965828632
L-Citrulline,174.09,PHD1,YKL043W,0.003700769,0.003700769,0.500481037,0.034398374,0.063328797
dUDP,387,RTG3,YBL103C,-0.003688641,0.003688641,-0.141848373,0.574484824,0.633491343
"But-1-ene-1,2,4-tricarboxylate",187.02,HSF1,YGL073W,0.00368677,0.00368677,0.79115564,9.23E-05,0.000566267
L-Citrulline,174.09,SMP1,YBR182C,-0.003669519,0.003669519,0.310721218,0.209483751,0.282315548
gamma-Amino-gamma-cyanobutanoate,127.05,PHD1,YKL043W,-0.003669006,0.003669006,0.593996788,0.009342401,0.022095703
Ornithine,131.08,ASH1,YKL185W,-0.003598447,0.003598447,-0.809538821,4.70E-05,0.000336241
Pyruvate,87.01,SKN7,YHR206W,0.003587125,0.003587125,0.363001399,0.138720468,0.203605848
gamma-Amino-gamma-cyanobutanoate,127.05,ABF1,YKL112W,0.003579604,0.003579604,0.774566322,0.00016069,0.000839015
Deoxycytidine,226.08,PDR1,YGL013C,-0.003570502,0.003570502,0.491941365,0.038108778,0.068703655
NAD,662.1,ARR1,YPR199C,0.003530436,0.003530436,-0.062531512,0.805300449,0.840026834
dUDP,387,TYE7,YOR344C,0.003525778,0.003525778,0.778385156,0.000142005,0.000762281
Fumarate,115,SUT1,YGL162W,0.003498565,0.003498565,0.595348895,0.00914215,0.021756722
Deoxycytidine,226.08,STB4,YMR019W,-0.003495633,0.003495633,-0.731911211,0.000554676,0.00214183
Pyruvate,87.01,CBF1,YJR060W,0.003485089,0.003485089,-0.211956067,0.398473634,0.471506573
NAD,662.1,ADR1,YDR216W,-0.003455951,0.003455951,-0.560419743,0.015558293,0.032600766
Xanthine,151.03,HAP2,YGL237C,0.003449972,0.003449972,0.574980033,0.012551529,0.02760181
Fumarate,115,SMP1,YBR182C,0.003444202,0.003444202,-0.320263713,0.195090625,0.265918819
dUDP,387,MAC1,YMR021C,-0.003428586,0.003428586,-0.830031146,2.02E-05,0.0001732
Deoxycytidine,226.08,GAT1,YFL021W,-0.003385651,0.003385651,-0.224165463,0.371197013,0.442518709
4-Aminobutanoate,102.06,ADR1,YDR216W,-0.003379799,0.003379799,-0.090702262,0.720395905,0.762279387
L-Citrulline,174.09,AZF1,YOR113W,-0.003322485,0.003322485,-0.736639693,0.000489069,0.001959352
Dethiobiotin,213.12,CBF1,YJR060W,0.003280894,0.003280894,0.344076414,0.162077632,0.230625729
4-Aminobutanoate,102.06,PHO4,YFR034C,0.003269068,0.003269068,0.327202564,0.185045821,0.255498892
Dethiobiotin,213.12,ABF1,YKL112W,-0.003263325,0.003263325,0.148100879,0.557553564,0.617672383
O-Phospho-L-serine,184,RAP1,YNL216W,-0.003261646,0.003261646,-0.585353493,0.010707323,0.024390604
Ornithine,131.08,SUT1,YGL162W,-0.00320283,0.00320283,-0.758477803,0.000263929,0.001223479
L-Glutamine,145.06,SFP1,YLR403W,0.003164031,0.003164031,0.879344925,1.54E-06,2.36E-05
Deoxycytidine,226.08,RLM1,YPL089C,-0.003160315,0.003160315,0.297693423,0.230227418,0.305318942
NAD,662.1,RPN4,YDL020C,-0.003157821,0.003157821,-0.856970332,5.57E-06,6.11E-05
gamma-Amino-gamma-cyanobutanoate,127.05,GAL4,YPL248C,0.003137488,0.003137488,0.229906923,0.35874173,0.430724413
"But-1-ene-1,2,4-tricarboxylate",187.02,FKH1,YIL131C,-0.003132446,0.003132446,-0.743099199,0.000410058,0.001710961
Fumarate,115,RTG3,YBL103C,-0.003084447,0.003084447,-0.128709078,0.610759752,0.665808264
Dethiobiotin,213.12,ARR1,YPR199C,0.003077996,0.003077996,-0.026593337,0.916579056,0.931692859
Hypoxanthine,135.03,HAP1,YLR256W,-0.003065849,0.003065849,0.328482153,0.183231922,0.254473985
2-Oxoadipate,159.03,ARR1,YPR199C,0.003063575,0.003063575,0.059386613,0.81492776,0.847543046
L-Saccharopine,275.12,CRZ1,YNL027W,0.003059446,0.003059446,-0.312359709,0.206964428,0.27970935
L-Citrulline,174.09,GAL4,YPL248C,0.0030449,0.0030449,0.386128741,0.113489881,0.171445979
Xanthine,151.03,TYE7,YOR344C,0.003023973,0.003023973,0.303021172,0.221590934,0.296540809
Fumarate,115,GCR1,YPL075W,-0.00301798,0.00301798,-0.737463123,0.000478338,0.00192443
dUDP,387,SIP4,YJL089W,0.002960073,0.002960073,0.795343122,7.96E-05,0.000501908
Pyruvate,87.01,RDS1,YCR106W,-0.002956578,0.002956578,0.376072678,0.124023924,0.185019296
Deoxycytidine,226.08,ROX1,YPR065W,-0.002947176,0.002947176,-0.698861816,0.00125166,0.004196356
Xanthosine 5-phosphate,363.03,FKH1,YIL131C,-0.002909467,0.002909467,0.227718318,0.363461323,0.43519711
Inosine,267.07,RPN4,YDL020C,-0.002902534,0.002902534,-0.350365818,0.154037367,0.221995029
Fumarate,115,RDS1,YCR106W,0.00289399,0.00289399,0.598383088,0.008705325,0.021031448
4-Aminobutanoate,102.06,RTG3,YBL103C,-0.002880281,0.002880281,0.181327649,0.471474668,0.538546378
L-Proline,114.06,CBF1,YJR060W,0.002875514,0.002875514,-0.631702454,0.004921495,0.01349351
L-Glutamine,145.06,SPT23,YKL020C,-0.002873812,0.002873812,-0.874888027,2.02E-06,2.80E-05
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,INO2,YDR123C,-0.002871276,0.002871276,-0.880144141,1.46E-06,2.35E-05
Xanthine,151.03,HAP1,YLR256W,0.002867734,0.002867734,0.367834058,0.133152651,0.196794058
L-Glutamine,145.06,HAP2,YGL237C,0.002865436,0.002865436,0.800044745,6.71E-05,0.000439397
L-Citrulline,174.09,ECM22,YLR228C,-0.002858487,0.002858487,-0.503552945,0.033134038,0.061370111
Hypoxanthine,135.03,THI2,YBR240C,0.002858195,0.002858195,0.178601439,0.478277471,0.54436465
L-Glutamine,145.06,ECM22,YLR228C,-0.002814947,0.002814947,-0.452687714,0.059241462,0.099220363
L-Proline,114.06,THI2,YBR240C,0.002776344,0.002776344,0.491056063,0.038510305,0.069296792
Pyruvate,87.01,GCR1,YPL075W,-0.00273768,0.00273768,-0.672154895,0.002245913,0.007047519
Pyruvate,87.01,CRZ1,YNL027W,-0.002729373,0.002729373,-0.010899007,0.96576383,0.97033369
Ornithine,131.08,TYE7,YOR344C,-0.002709092,0.002709092,0.592465388,0.009573447,0.022502898
Ornithine,131.08,GAL4,YPL248C,0.00266455,0.00266455,0.431184607,0.074012379,0.11986242
Dethiobiotin,213.12,YAP3,YHL009C,0.002652345,0.002652345,0.421956623,0.081120945,0.129292849
O-Phospho-L-serine,184,GCR1,YPL075W,-0.002637944,0.002637944,-0.518698357,0.027416099,0.052131508
Inosine,267.07,XBP1,YIL101C,-0.002632046,0.002632046,-0.121721627,0.630415285,0.682949892
gamma-Amino-gamma-cyanobutanoate,127.05,MAC1,YMR021C,-0.002621324,0.002621324,-0.809916336,4.63E-05,0.000335133
L-Citrulline,174.09,YAP3,YHL009C,0.002607806,0.002607806,0.6312261,0.00496401,0.01358409
4-Aminobutanoate,102.06,ECM22,YLR228C,-0.002605281,0.002605281,0.154279727,0.541040745,0.606054434
L-Saccharopine,275.12,SMP1,YBR182C,0.002597244,0.002597244,0.372754502,0.127645973,0.189534929
O-Phospho-L-serine,184,PDR1,YGL013C,-0.002596219,0.002596219,-0.363241169,0.138440471,0.203351068
Inosine,267.07,YAP3,YHL009C,0.002578214,0.002578214,0.182262837,0.469152215,0.536534939
NAD,662.1,MCM1,YMR043W,0.002566067,0.002566067,-0.428793249,0.075808676,0.12235674
gamma-Amino-gamma-cyanobutanoate,127.05,UGA3,YDL170W,-0.002510943,0.002510943,-0.75296798,0.000310167,0.001372057
O-Phospho-L-serine,184,HAP2,YGL237C,-0.002432654,0.002432654,-0.615680245,0.006524669,0.016804102
L-Saccharopine,275.12,MCM1,YMR043W,-0.002431714,0.002431714,-0.357828832,0.144856934,0.210831379
4-Aminobutanoate,102.06,RIM101,YHL027W,0.002430241,0.002430241,0.235863382,0.346074404,0.419105315
4-Aminobutanoate,102.06,REB1,YBR049C,0.002424083,0.002424083,0.065757537,0.795452414,0.831569783
Ornithine,131.08,SKO1,YNL167C,-0.002419912,0.002419912,-0.707790022,0.001015366,0.003521532
L-Proline,114.06,RLM1,YPL089C,-0.00241455,0.00241455,-0.526732739,0.024712,0.047895165
2-Oxoadipate,159.03,RIM101,YHL027W,-0.002408586,0.002408586,-0.038367775,0.879858,0.900593808
O-Phospho-L-serine,184,SKN7,YHR206W,0.002385944,0.002385944,0.277913766,0.264158074,0.34224141
O-Phospho-L-serine,184,TYE7,YOR344C,-0.002372777,0.002372777,-0.577818774,0.012023426,0.026748273
gamma-Amino-gamma-cyanobutanoate,127.05,CHA4,YLR098C,-0.002366717,0.002366717,-0.817239777,3.47E-05,0.000262472
"But-1-ene-1,2,4-tricarboxylate",187.02,PHD1,YKL043W,-0.002351969,0.002351969,0.401151872,0.098961159,0.152511916
L-Glutamine,145.06,INO2,YDR123C,-0.002342172,0.002342172,-0.869404084,2.80E-06,3.48E-05
O-Phospho-L-serine,184,YOX1,YML027W,0.002323865,0.002323865,0.496883022,0.035926129,0.065635596
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,MCM1,YMR043W,-0.002299773,0.002299773,-0.365310317,0.136040491,0.200751643
2-Oxoadipate,159.03,ROX1,YPR065W,0.002264411,0.002264411,0.476897308,0.045382501,0.078913521
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,PHO2,YDL106C,-0.002238271,0.002238271,-0.771019235,0.000179868,0.000913625
Pyruvate,87.01,RLM1,YPL089C,0.002206615,0.002206615,-0.28727448,0.247732983,0.324036776
O-Phospho-L-serine,184,SIP4,YJL089W,-0.002188083,0.002188083,-0.567926832,0.013944018,0.030029395
Xanthosine 5-phosphate,363.03,NRG1,YDR043C,0.00216717,0.00216717,0.465245581,0.051705621,0.087908756
4-Aminobutanoate,102.06,THI2,YBR240C,0.002158835,0.002158835,0.37742354,0.122570284,0.182993604
Inosine,267.07,REB1,YBR049C,0.002156654,0.002156654,0.326519022,0.186019678,0.2557436
Ornithine,131.08,CRZ1,YNL027W,0.002150121,0.002150121,-0.149180011,0.554653731,0.616604584
Pyruvate,87.01,ADR1,YDR216W,-0.002148077,0.002148077,0.301948223,0.22331313,0.298427546
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,GLN3,YER040W,-0.00214189,0.00214189,-0.892181639,6.51E-07,1.50E-05
Ornithine,131.08,SMP1,YBR182C,0.002129087,0.002129087,0.420755117,0.082081995,0.130341655
Fumarate,115,SIP4,YJL089W,-0.002117305,0.002117305,-0.433616816,0.072217781,0.117353894
2-Oxoadipate,159.03,ADR1,YDR216W,0.002102634,0.002102634,0.092250296,0.715809711,0.758686831
Hypoxanthine,135.03,RTG3,YBL103C,0.002086869,0.002086869,-0.301489888,0.224051431,0.29920495
Deoxycytidine,226.08,HAP4,YKL109W,-0.002079279,0.002079279,-0.475023336,0.046357618,0.080098922
Deoxycytidine,226.08,CHA4,YLR098C,0.002078822,0.002078822,-0.440516542,0.067301746,0.110492834
L-Glutamine,145.06,SKO1,YNL167C,-0.002072557,0.002072557,-0.78148734,0.000128212,0.000712248
dUDP,387,HSF1,YGL073W,0.002061389,0.002061389,0.896528745,4.75E-07,1.23E-05
2-Oxoadipate,159.03,PHD1,YKL043W,-0.002050663,0.002050663,-0.3398667,0.167616105,0.237279032
Pyruvate,87.01,PDR1,YGL013C,0.002039312,0.002039312,-0.281075113,0.258536977,0.337015118
Inosine,267.07,AZF1,YOR113W,-0.00201821,0.00201821,-0.160670777,0.524196791,0.590648624
Ornithine,131.08,YAP7,YOL028C,0.002017531,0.002017531,-0.341299106,0.165717379,0.234930201
Xanthine,151.03,ADR1,YDR216W,-0.001996881,0.001996881,-0.053932606,0.831683042,0.860501512
gamma-Amino-gamma-cyanobutanoate,127.05,RLM1,YPL089C,-0.00199017,0.00199017,0.624311409,0.005615588,0.014904706
Inosine,267.07,CHA4,YLR098C,0.001982359,0.001982359,0.116188381,0.646150298,0.697623287
2-Oxoadipate,159.03,BAS1,YKR099W,-0.001968244,0.001968244,-0.372339887,0.128103717,0.190066928
Pyruvate,87.01,SNT2,YGL131C,0.001929923,0.001929923,0.247173814,0.322741107,0.398165433
Xanthine,151.03,ABF1,YKL112W,0.001921825,0.001921825,0.479351843,0.044128961,0.077225682
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,THI2,YBR240C,0.001916542,0.001916542,-0.539143865,0.020949062,0.041664068
O-Phospho-L-serine,184,MOT3,YMR070W,0.001909751,0.001909751,0.419467687,0.083120986,0.131697505
Deoxycytidine,226.08,SKN7,YHR206W,-0.001874573,0.001874573,-0.326252698,0.18640004,0.255898331
"But-1-ene-1,2,4-tricarboxylate",187.02,ROX1,YPR065W,-0.001857564,0.001857564,-0.741307306,0.000430816,0.001778162
"But-1-ene-1,2,4-tricarboxylate",187.02,REB1,YBR049C,0.001855517,0.001855517,0.800315927,6.65E-05,0.000436547
Fumarate,115,XBP1,YIL101C,0.001848536,0.001848536,0.577682919,0.012048288,0.026772417
Dethiobiotin,213.12,UGA3,YDL170W,-0.001842714,0.001842714,-0.461040112,0.054143793,0.091646402
Deoxycytidine,226.08,HAP3,YBL021C,-0.001839372,0.001839372,-0.637548891,0.004423406,0.012383002
4-Aminobutanoate,102.06,YAP1,YML007W,0.001839127,0.001839127,0.193866774,0.440816469,0.512097429
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,RAP1,YNL216W,0.001820551,0.001820551,0.894897849,5.36E-07,1.29E-05
O-Phospho-L-serine,184,RTG3,YBL103C,-0.001818922,0.001818922,0.332862323,0.177112904,0.247958066
Deoxycytidine,226.08,YAP3,YHL009C,0.001809518,0.001809518,0.493705495,0.037318235,0.067469391
Ornithine,131.08,PHD1,YKL043W,0.001794303,0.001794303,0.524153269,0.0255564,0.049133079
2-Oxoadipate,159.03,PUT3,YKL015W,0.001790881,0.001790881,0.098286629,0.698016032,0.744784275
Hypoxanthine,135.03,HAP4,YKL109W,-0.001782149,0.001782149,-0.250866309,0.315329336,0.390677476
Ornithine,131.08,TEC1,YBR083W,-0.001778221,0.001778221,-0.738382176,0.000466595,0.001893128
gamma-Amino-gamma-cyanobutanoate,127.05,HAP2,YGL237C,0.001772464,0.001772464,0.823399112,2.69E-05,0.00021586
Xanthine,151.03,SKO1,YNL167C,-0.001736528,0.001736528,-0.229265586,0.360121116,0.431738678
Deoxycytidine,226.08,DAL82,YNL314W,-0.001720013,0.001720013,-0.23208104,0.354088003,0.426378182
Xanthosine 5-phosphate,363.03,RTG3,YBL103C,-0.001714345,0.001714345,-0.151822593,0.547580879,0.612303722
L-Citrulline,174.09,SUT1,YGL162W,-0.001707766,0.001707766,-0.762813675,0.000231758,0.00111
Ornithine,131.08,GCN4,YEL009C,-0.001692823,0.001692823,-0.656578221,0.003078491,0.009135088
"But-1-ene-1,2,4-tricarboxylate",187.02,GAL4,YPL248C,0.001682148,0.001682148,0.276614343,0.266490412,0.344795652
2-Oxoadipate,159.03,SIP4,YJL089W,-0.001656242,0.001656242,-0.324810414,0.188468902,0.25818213
Deoxycytidine,226.08,GCN4,YEL009C,-0.001654598,0.001654598,-0.492765154,0.037738039,0.068099521
Ornithine,131.08,INO2,YDR123C,-0.001650546,0.001650546,-0.755450222,0.000288557,0.001297488
Xanthosine 5-phosphate,363.03,RLM1,YPL089C,0.001641403,0.001641403,-0.339336396,0.168322772,0.238093869
gamma-Amino-gamma-cyanobutanoate,127.05,SKO1,YNL167C,-0.001640852,0.001640852,-0.794018909,8.34E-05,0.000524384
Pyruvate,87.01,SIP4,YJL089W,-0.001637032,0.001637032,-0.569796439,0.013563492,0.029354285
2-Oxoadipate,159.03,YAP7,YOL028C,-0.001606465,0.001606465,0.094403033,0.709447411,0.753615343
"But-1-ene-1,2,4-tricarboxylate",187.02,CBF1,YJR060W,0.001578431,0.001578431,0.675878054,0.002077306,0.006572403
O-Phospho-L-serine,184,HAP4,YKL109W,-0.001556154,0.001556154,0.405718807,0.094823056,0.146845106
Xanthosine 5-phosphate,363.03,SKO1,YNL167C,-0.001543349,0.001543349,0.194392522,0.439554023,0.510941446
Hypoxanthine,135.03,OPI1,YHL020C,-0.00153666,0.00153666,-0.359598577,0.142736672,0.208539588
"But-1-ene-1,2,4-tricarboxylate",187.02,LEU3,YLR451W,0.001533211,0.001533211,0.47651849,0.04557835,0.079128703
Pyruvate,87.01,NRG1,YDR043C,0.001530565,0.001530565,0.635816589,0.004566494,0.012683968
Pyruvate,87.01,UGA3,YDL170W,-0.001522706,0.001522706,0.345696499,0.159979793,0.228150286
Inosine,267.07,SWI5,YDR146C,0.001521061,0.001521061,0.168307503,0.504393903,0.57102888
L-Saccharopine,275.12,MOT3,YMR070W,-0.001518005,0.001518005,-0.436866928,0.069870116,0.114023734
