strain	growth	sd
YLR399C_damp	0.977941	0.005033
YLR400W	0.978779	0.014708
YLR401C	1.044944	0.012194
YLR402W	0.873148	0.027059
YLR403W_damp	0.933663	0.005141
YLR404W	0.972935	0.007917
YLR405W	1.00233	0.005706
YLR406C	0.983275	0.013815
YLR406C-A	1.007685	0.01249
YLR407W	1.019412	0.007622
YLR408C	1.026626	0.019894
YLR409C_damp	0.998311	0.014037
YLR410W	0.753427	0.020418
YLR411W	1.034427	0.0056
YLR412C-A	1.050003	0.006374
YLR412W	0.929501	0.008083
YLR413W	1.046795	0.010742
YLR414C	1.024884	0.008338
YLR415C	0.965378	0.010249
YLR416C	0.956973	0.016098
YLR417W	0.241281	0.049753
YLR417W_damp	0.996926	0.008651
YLR418C	0.795088	0.026782
YLR419W	1.019605	0.004182
YLR420W	0.995171	0.006285
YLR421C	0.983847	0.008613
YLR422W	0.926458	0.01842
YLR423C	1.024749	0.006716
YLR424W_damp	1.028192	0.010623
YLR425W	0.525968	0.014516
YLR427W	1.007186	0.009699
YLR428C	1.071404	0.010993
YLR429W	1.00248	0.011972
YLR430W_damp	1.024245	0.009759
YLR431C	0.993908	0.007227
YLR432W	0.970674	0.007331
YLR433C	1.050551	0.011378
YLR434C	0.982251	0.007961
YLR436C	0.968259	0.009117
YLR437C	1.032083	0.009311
YLR438C-A_damp	0.822413	0.012143
YLR438W	1.005788	0.007744
YLR439W	0.492825	0.075216
YLR439W_damp	0.944763	0.012234
YLR440C_damp	1.104419	0.012414
YLR440C_tsq726	1.004128	0.009823
YLR441C	0.763399	0.014686
YLR443W	0.955613	0.009318
YLR444C	1.002245	0.012255
YLR445W	0.994948	0.008458
YLR446W	1.022584	0.005085
YLR447C	0.50728	0.026689
YLR447C_damp	0.870449	0.007767
YLR448W	0.79951	0.011789
YLR449W	1.000201	0.010043
YLR450W	0.969568	0.006544
YLR451W	1.003912	0.006451
YLR452C	0.794981	0.033799
YLR453C	1.038142	0.007912
YLR454W	1.064735	0.007907
YLR455W	0.999563	0.006594
YLR456W	1.000834	0.010471
YLR458W_damp	1.034371	0.009376
YLR459W_tsq200	0.975634	0.007768
YLR459W_tsq202	0.956311	0.006203
YLR460C	1.069175	0.016376
YLR461W	1.015488	0.005905
YLR464W	1.044165	0.006904
YLR466C-B	1.067074	0.010655
YLR466W	1.010641	0.008014
YLR467W	0.980557	0.008507
YML001W	0.80845	0.014053
YML002W	0.985317	0.012194
YML003W	1.009321	0.006691
YML004C	1.021582	0.004631
YML005W	1.009887	0.007431
YML006C	0.88853	0.012387
YML007C-A	0.990666	0.004558
YML007W	1.009758	0.007746
YML008C	0.958894	0.012882
YML009C	0.996414	0.010808
YML009W-B_damp	0.974197	0.009761
YML010C-B	0.887238	0.013957
YML010W_damp	0.951798	0.008824
YML011C	0.998195	0.010824
YML012C-A	0.47513	0.052162
YML012C-A_damp	0.378024	0.022129
YML012W	1.025739	0.008009
YML014W	0.896465	0.007847
YML014W_damp	0.954108	0.007936
YML015C_damp	0.917849	0.009079
YML016C	1.01776	0.006494
YML017W	0.976494	0.018176
YML018C	1.059742	0.009951
YML019W	1.010759	0.006482
YML020W	1.043501	0.007271
YML021C	1.009014	0.00708
YML022W	1.068347	0.013363
YML023C_damp	0.925486	0.015678
YML024W	0.624661	0.01122
YML024W_damp	0.547249	0.013462
YML025C_damp	0.978665	0.010307
YML026C	0.786378	0.014238
YML027W	1.00046	0.011552
YML028W	0.882719	0.0111
YML029W	1.081925	0.012584
YML030W	0.987335	0.0155
YML032C	0.822923	0.009812
YML033W	0.99058	0.010998
YML034W	0.995203	0.007419
YML035C	1.028434	0.007871
YML035C-A	1.027867	0.01091
YML036W	0.729879	0.016229
YML037C	1.037202	0.009106
YML038C	0.963852	0.011958
YML041C	0.940488	0.011913
YML042W	1.008732	0.016616
YML043C_damp	0.995719	0.003823
YML046W_damp	0.974456	0.004401
YML047C	0.97399	0.011674
YML048W	0.933829	0.007373
YML048W-A	1.042295	0.007623
YML050W	0.977113	0.009509
YML051W	1.018432	0.006412
YML052W	1.021946	0.007914
YML053C	0.983419	0.012429
YML054C	1.024358	0.006346
YML055W	1.01083	0.005621
YML056C	1.011859	0.006082
YML057W	1.027377	0.006711
YML058C-A	1.056041	0.015239
YML058W	1.02395	0.007657
YML058W-A	1.041708	0.00558
YML059C	1.061801	0.007318
YML060W	1.017123	0.00728
YML061C	0.839105	0.02845
YML062C	1.009569	0.005538
YML063W	0.52626	0.02934
YML066C	0.921985	0.018335
YML067C	1.064368	0.012337
YML068W	1.0688	0.012893
YML069W_damp	0.995483	0.005227
YML069W_tsq629	0.798946	0.01181
YML069W_tsq846	0.689891	0.028337
YML070W	1.00411	0.009535
YML071C	0.985485	0.011045
YML072C	0.968571	0.00784
YML073C	0.629413	0.017496
YML074C	1.048179	0.0076
YML075C	0.980356	0.007447
YML076C	1.008437	0.009165
YML077W_damp	0.735584	0.017859
YML078W	1.031462	0.006843
YML079W	1.040527	0.00755
YML081C-A	0.897319	0.012565
YML081W	1.140083	0.01547
YML082W	1.063415	0.010455
YML085C_damp	0.62542	0.018675
YML086C	1.001109	0.007928
YML086C_damp	0.969307	0.006996
YML087C	1.019888	0.007267
YML088W	1.007793	0.006242
YML090W	0.85283	0.029656
YML092C_damp	0.555585	0.016668
YML093W_damp	0.980433	0.009012
YML094C-A_damp	1.032477	0.005157
YML094W	0.71688	0.021031
YML095C	0.992572	0.005717
YML096W	0.98109	0.008376
YML097C	0.696567	0.019785
YML098W_damp	0.416791	0.037006
YML099C	1.069729	0.007985
YML100W	0.983396	0.006104
YML100W-A	1.041108	0.008524
YML101C	1.009236	0.009385
YML102C-A	0.865578	0.032273
YML102W	0.872057	0.009576
YML103C	0.903628	0.010598
YML104C	1.042489	0.00895
YML106W	0.900352	0.014368
YML107C	1.051249	0.012315
YML108W	0.993483	0.007903
YML109W	1.058693	0.006386
YML110C	0.68908	0.036156
YML111W	1.015618	0.009631
YML112W	1.02163	0.010579
YML113W	1.058406	0.00812
YML114C_damp	1.022723	0.005279
YML114C_tsq695	0.928851	0.009177
YML115C	0.574777	0.015624
YML116W	1.033495	0.005956
YML117W	1.034507	0.006548
YML117W-A	1.01603	0.01332
YML118W	1.034037	0.009137
YML119W	1.077914	0.00834
YML120C	1.107436	0.016317
YML121W	0.778373	0.014979
YML123C	0.948696	0.009015
YML124C	1.005523	0.008865
YML125C_damp	0.788077	0.015131
YML126C_damp	0.943423	0.009373
YML127W_damp	0.917302	0.015384
YML128C	0.731327	0.021909
YML129C	0.656823	0.054724
YML130C_damp	0.972093	0.00623
YML130C_tsq203	0.94957	0.008573
YML131W	1.047332	0.009798
YML133C	1.086264	0.009708
YMR001C_damp	1.057425	0.013312
YMR001C-A	1.023058	0.010538
YMR002W	1.041754	0.008573
YMR003W	0.988674	0.00905
YMR004W	0.953528	0.006906
YMR005W_damp	0.938984	0.008768
YMR006C	1.00669	0.006182
YMR007W	1.028817	0.012465
YMR008C	1.035972	0.006117
YMR009W	0.990508	0.008711
YMR010W	1.02623	0.008347
YMR011W	1.037411	0.009095
YMR012W	1.028339	0.006395
YMR013C_damp	1.088776	0.012126
YMR013C_tsq422	1.003156	0.006366
YMR013W-A	0.964805	0.007155
YMR015C	0.966374	0.009127
YMR016C	0.864854	0.012135
YMR017W	1.028719	0.014425
YMR018W	1.006266	0.009918
YMR019W	1.051268	0.015069
YMR020W	1.002256	0.006712
YMR022W	1.036519	0.007885
YMR023C	0.917963	0.020705
YMR024W	0.418867	0.030024
YMR024W_damp	0.959065	0.008916
YMR025W	1.016942	0.01025
YMR026C	0.877027	0.010498
YMR027W	0.986719	0.006995
YMR028W_damp	0.995686	0.006472
YMR028W_tsq697	0.873941	0.011482
YMR029C	0.991652	0.00761
YMR030W	0.993714	0.009159
YMR030W-A	0.962324	0.011375
YMR031C	1.039377	0.007452
YMR031W-A	0.911668	0.03585
YMR032W_damp	0.97711	0.008056
YMR033W_tsq495	0.828148	0.005965
YMR034C	0.990182	0.008598
YMR035W	0.87792	0.011391
YMR036C	1.037363	0.008743
YMR037C	0.998619	0.005849
YMR039C	0.943506	0.012807
YMR040W	1.032177	0.007712
YMR041C	1.064922	0.00619
YMR042W	1.065007	0.005645
YMR043W_damp	0.934849	0.02346
YMR044W	1.004558	0.012242
YMR048W	1.051451	0.015877
YMR049C_damp	0.963199	0.008834
YMR052C-A	0.912091	0.021283
YMR052W	0.963152	0.01091
YMR053C	1.013933	0.009059
YMR054W	1.011615	0.005729
YMR055C	1.066962	0.016706
YMR056C	1.066979	0.010779
YMR057C	1.023884	0.010628
YMR058W	1.044338	0.007061
YMR059W_damp	1.00077	0.010109
YMR060C	0.930216	0.011178
YMR062C	0.243105	0.018838
YMR062C_damp	0.794755	0.007598
YMR063W	0.795853	0.020496
YMR064W	0.706807	0.041287
YMR065W	0.985888	0.00782
YMR066W	0.491639	0.051885
YMR067C	1.00059	0.011916
YMR068W	1.017714	0.008844
YMR069W	1.004261	0.014331
YMR069W_damp	1.001726	0.005557
YMR070W	0.998179	0.011441
YMR071C	0.854057	0.019162
YMR071C_damp	0.994665	0.009412
YMR072W	0.820021	0.013855
YMR072W_damp	0.762016	0.011818
YMR073C	1.028024	0.011146
YMR074C	1.018392	0.014538
YMR075C-A	0.975375	0.011459
YMR075W	0.902646	0.008797
YMR076C_damp	1.000728	0.009215
YMR077C	0.281775	0.020035
YMR077C_damp	0.998699	0.007208
YMR078C	0.801022	0.013892
YMR079W_damp	0.988473	0.006639
YMR080C	1.011885	0.008928
YMR081C	1.024393	0.009934
YMR081C_damp	0.951192	0.009467
YMR082C_damp	1.015832	0.007938
YMR083W	0.446122	0.028639
YMR083W_damp	0.977133	0.007804
YMR084W	1.015043	0.011306
YMR084W_damp	0.95433	0.020587
YMR085W	1.049794	0.007779
YMR086C-A	1.15219	0.015105
YMR086W	1.026432	0.009715
YMR087W	0.993834	0.008751
YMR088C	1.025626	0.007946
YMR089C	0.513949	0.037972
YMR090W	1.064837	0.009598
YMR090W_damp	1.006749	0.01108
YMR091C_damp	0.697958	0.013094
YMR092C	0.999796	0.006209
YMR093W_damp	0.960942	0.008322
YMR094W_damp	0.974405	0.008177
YMR095C	1.016844	0.007485
YMR096W	1.005892	0.00738
YMR097C	0.491868	0.081213
YMR099C	0.994963	0.008294
YMR100W	0.938695	0.024742
YMR101C	1.011312	0.006672
YMR102C	1.066993	0.01133
YMR103C	1.062945	0.012784
YMR104C	0.994209	0.004673
YMR105C	1.038322	0.00863
YMR105W-A	1.037578	0.014223
YMR106C	1.027919	0.011076
YMR107W	1.016455	0.00698
YMR109W	1.026065	0.007101
YMR110C	1.062603	0.006006
YMR111C	1.074332	0.008183
YMR112C_damp	0.451247	0.008848
YMR112C_tsq799	0.549767	0.01126
YMR114C	1.05528	0.009847
YMR115W	0.928513	0.010351
YMR116C	0.652895	0.014677
YMR117C_damp	1.000053	0.007858
YMR117C_tsq303	0.897043	0.008172
YMR118C	0.98714	0.010099
YMR119W	1.025343	0.006729
YMR119W-A	1.012036	0.011641
YMR120C	1.00281	0.00463
YMR121C	1.061841	0.007692
YMR122C	1.046576	0.008424
YMR122W-A	1.038306	0.006768
YMR123W	0.786213	0.011318
YMR124W	0.984372	0.014469
YMR125W	1.00061	0.009559
YMR125W_damp	0.989915	0.006003
YMR126C	0.992487	0.008798
YMR127C	1.011962	0.01031
YMR128W_damp	0.985018	0.014564
YMR129W	1.001272	0.012015
YMR130W	1.015562	0.006163
YMR131C_damp	0.795285	0.007869
YMR132C	1.056379	0.006755
YMR133W	1.027331	0.005463
YMR134W_damp	1.000798	0.013652
YMR135C	1.003739	0.006669
YMR136W	1.050364	0.006904
YMR137C	1.010137	0.007814
YMR138W	0.979022	0.007821
YMR139W	0.924539	0.009245
YMR140W	1.099994	0.007547
YMR141C	1.052779	0.011718
YMR142C_damp	0.549641	0.012837
YMR143W	0.563498	0.019792
YMR144W	1.016246	0.006369
YMR145C	1.03841	0.007509
YMR147W	0.947042	0.015382
YMR148W	0.963291	0.016939
YMR150C	0.742062	0.048877
YMR150C_damp	0.989036	0.008755
YMR151W_damp	0.990434	0.010303
YMR152W	1.028254	0.008978
YMR153C-A	0.992727	0.007184
YMR153W	1.028735	0.008304
YMR154C	0.77039	0.023478
YMR155W	1.052818	0.016804
YMR156C	1.028604	0.006274
YMR157C	0.992997	0.009435
YMR158C-A	1.037723	0.005541
YMR158W	0.578221	0.075764
YMR158W_damp	0.548375	0.03399
YMR158W-A	0.980049	0.012339
YMR159C	0.984892	0.006598
YMR160W	1.018003	0.009507
YMR161W	1.045431	0.006429
YMR162C	1.037924	0.007418
YMR163C	0.930163	0.007339
YMR164C	1.040553	0.009049
YMR166C	0.896616	0.011639
YMR167W	0.952209	0.011771
YMR168C_damp	0.969527	0.008676
YMR168C_tsq294	0.603851	0.012127
YMR169C	1.042986	0.007333
YMR170C	1.085213	0.010837
YMR171C	1.075836	0.007235
YMR172C-A	0.986435	0.012294
YMR172W	1.010133	0.008915
YMR173W	0.977985	0.005554
YMR173W-A	1.0463	0.0136
YMR174C	1.037744	0.007496
YMR175W	1.05957	0.010296
YMR175W-A	1.023863	0.007296
YMR176W	1.002926	0.006229
YMR177W	1.072668	0.010366
YMR178W	1.027447	0.007944
YMR179W	0.579142	0.01453
YMR180C	1.015148	0.006821
YMR181C	1.028901	0.007459
YMR182C	0.961539	0.00761
YMR182W-A	1.053614	0.00714
YMR183C	0.858843	0.015868
YMR184W	1.041361	0.007775
YMR184W_damp	1.031579	0.010144
YMR185W_damp	1.000579	0.003988
YMR186W	1.009419	0.008752
YMR187C	1.026917	0.011534
YMR188C	0.506944	0.016098
YMR189W	1.026247	0.006638
YMR190C	0.907199	0.010187
YMR191W	1.016973	0.007736
YMR192W	1.020985	0.008623
YMR193C-A	0.957465	0.012346
YMR193W	0.483499	0.039117
YMR193W_damp	0.950599	0.006496
YMR194C-A	0.990255	0.013925
YMR194C-B	1.057151	0.009028
YMR194W	0.927728	0.010699
YMR195W	1.059816	0.00861
YMR196W	1.016176	0.006339
YMR197C_damp	0.940523	0.008048
YMR197C_tsq634	0.917149	0.008456
YMR197C_tsq635	0.80256	0.011855
YMR198W	0.802451	0.020701
YMR199W	1.014818	0.01058
YMR200W_damp	0.952513	0.008175
YMR201C	0.944288	0.013184
YMR202W	0.38712	0.052409
YMR204C	0.883089	0.00727
YMR205C	0.8149	0.021866
YMR206W	1.013593	0.008997
YMR207C	0.871604	0.014704
YMR208W_damp	1.037123	0.011539
YMR209C	1.009108	0.007516
YMR210W	1.024049	0.009272
YMR211W_damp	1.047406	0.01542
YMR213W_damp	1.028767	0.009027
YMR214W	1.042926	0.007548
YMR215W	1.053354	0.006862
YMR216C	0.866115	0.010529
YMR218C_damp	1.042982	0.009888
YMR219W	1.078484	0.011784
YMR220W_damp	0.917986	0.009665
YMR220W_tsq320	0.924738	0.00868
YMR221C	1.042468	0.01203
YMR222C	1.031825	0.011553
YMR223W	0.890626	0.015728
YMR224C	0.675031	0.021314
YMR225C	1.074647	0.011515
YMR226C	1.04613	0.007125
YMR227C_damp	0.981266	0.013689
YMR227C_tsq638	0.962158	0.008318
YMR228W	0.288877	0.052505
YMR228W_damp	0.514654	0.015784
YMR230W	0.84588	0.00876
YMR230W-A	1.092331	0.006456
YMR231W	0.080998	0.015744
YMR231W_damp	0.971846	0.007811
YMR232W	1.046067	0.012732
YMR233W	1.004342	0.005434
YMR234W	1.013348	0.007811
YMR235C_tsq118	0.638372	0.017719
YMR235C_tsq172	0.739451	0.012786
YMR236W_tsq730	0.593236	0.012825
YMR237W	1.039679	0.012644
YMR238W	1.001803	0.0125
YMR239C_damp	0.836184	0.012394
YMR239C_tsq674	0.688961	0.013253
YMR240C_damp	0.961217	0.015816
YMR240C_tsq639	0.977596	0.01333
YMR241W	0.974478	0.010454
YMR242C	0.413593	0.017384
YMR242C_damp	0.77564	0.014759
YMR242W-A	0.461498	0.030517
YMR243C	0.879506	0.00768
YMR244C-A	1.024251	0.007071
YMR244W	1.012258	0.01687
YMR245W	0.994972	0.014339
YMR246W	1.025327	0.005732
YMR247C	0.992447	0.005567
YMR247W-A	0.98977	0.011649
YMR250W	1.028233	0.00645
YMR251W	1.078077	0.014076
YMR251W-A	0.99886	0.00993
YMR252C	1.013836	0.008298
YMR253C	1.038894	0.008314
YMR254C	1.018435	0.012796
YMR255W	1.057436	0.009451
YMR256C	0.710511	0.042767
YMR257C	0.628621	0.042296
YMR257C_damp	1.001492	0.005474
YMR258C	1.044394	0.006114
YMR259C	0.995458	0.007621
YMR261C	1.015026	0.006653
YMR262W	1.006456	0.006516
YMR263W	0.95898	0.011406
YMR264W	1.028656	0.007596
YMR265C	1.014952	0.00632
YMR266W	1.049743	0.006846
YMR267W_damp	0.992647	0.009039
YMR269W	0.543624	0.021973
YMR270C_damp	1.024581	0.007655
YMR271C	1.036978	0.007053
YMR272C	0.859105	0.01787
YMR272W-B	1.051359	0.00975
YMR273C	1.033108	0.007395
YMR274C	1.035225	0.005877
YMR275C	0.912997	0.0077
YMR276W	1.04266	0.015165
YMR277W_damp	0.981728	0.008758
YMR278W	1.065627	0.009001
YMR279C	1.071569	0.017403
YMR280C	1.005923	0.005509
YMR282C	0.7253	0.029947
YMR283C	1.00853	0.012525
YMR284W	1.060148	0.010058
YMR285C	1.020489	0.013469
YMR286W	0.645013	0.016723
YMR286W_damp	0.524345	0.038413
YMR287C	0.416295	0.022234
YMR287C_damp	0.871883	0.014655
YMR288W_damp	1.055207	0.013249
YMR289W	1.021306	0.008191
YMR291W	1.029972	0.007106
YMR292W	1.017047	0.006392
YMR293C	0.587929	0.055887
YMR293C_damp	1.025747	0.014614
YMR294W	0.900038	0.019496
YMR294W-A	1.050073	0.014513
YMR295C	1.050886	0.008315
YMR296C_damp	1.010529	0.008135
YMR296C_tsq600	0.894294	0.009435
YMR297W	1.074208	0.006087
YMR298W_damp	0.871817	0.008223
YMR299C	0.96534	0.01709
YMR300C	1.037198	0.009329
YMR302C	1.044959	0.007963
YMR303C	1.023467	0.006674
YMR304C-A	1.006976	0.016018
YMR304W	0.909447	0.008128
YMR305C	1.048233	0.008826
YMR306C-A	1.04318	0.011029
YMR306W	1.008786	0.010538
YMR307W	0.8204	0.012826
YMR308C_damp	1.01926	0.014276
YMR308C_tsq683	0.711936	0.024965
YMR309C_damp	0.707662	0.027422
YMR310C	0.960977	0.009769
YMR311C	0.94488	0.022849
YMR312W	0.810824	0.014645
YMR313C	1.032609	0.007804
YMR315W	1.069026	0.011674
YMR315W-A	1.020372	0.011953
YMR316C-A	1.050037	0.01176
YMR316C-B	1.045604	0.01434
YMR316W	1.004004	0.006144
YMR317W	1.026128	0.007202
YMR318C	1.026653	0.009372
YMR319C	1.049566	0.007469
YMR320W	1.042695	0.011734
YMR321C	1.059093	0.00917
YMR322C	1.00622	0.00464
YMR323W	1.04454	0.008524
YMR325W	1.072092	0.00618
YMR326C	0.988035	0.011279
YNL001W	0.900269	0.012834
YNL002C_damp	0.826308	0.006607
YNL003C	0.671553	0.027001
YNL004W	1.021283	0.01424
YNL005C	0.647854	0.067264
YNL005C_damp	1.004955	0.013922
YNL006W_damp	1.098488	0.008632
YNL006W_tsq467	0.978006	0.013359
YNL007C_damp	0.969476	0.008184
YNL008C	1.006314	0.008303
YNL009W	1.049215	0.008301
YNL010W	0.959422	0.007882
YNL011C	1.053711	0.011649
YNL012W	1.010966	0.009824
YNL013C	0.99384	0.013117
YNL014W	0.999882	0.008029
YNL015W	1.006302	0.010989
YNL016W	0.854853	0.011085
YNL019C	1.049241	0.007952
YNL020C	1.066807	0.008242
YNL021W	0.770868	0.015714
YNL022C	1.024096	0.014996
YNL023C	1.010863	0.00892
YNL024C	0.999288	0.007269
YNL024C-A	0.99083	0.010049
YNL025C	0.580863	0.009549
YNL025C_damp	0.956629	0.008387
YNL026W_damp	0.96395	0.009877
YNL027W	1.025026	0.007321
YNL028W	1.017233	0.011949
YNL029C	1.018116	0.007852
YNL030W	1.006847	0.007898
YNL031C	1.020703	0.008599
YNL032W	0.940903	0.021103
YNL033W	1.007707	0.00711
YNL034W	1.014132	0.008447
YNL035C	1.000197	0.009749
YNL036W	0.907362	0.008663
YNL037C	0.800623	0.012757
YNL039W_damp	1.035398	0.007534
YNL040W	1.028622	0.011735
YNL041C	0.961804	0.007116
YNL042W	1.064093	0.010387
YNL042W-B	0.983014	0.006679
YNL043C	0.996575	0.013239
YNL044W	1.046929	0.007042
YNL045W	1.064956	0.0061
YNL046W	1.043987	0.005897
YNL047C	0.982383	0.008197
YNL048W	1.035401	0.008767
YNL049C	1.020131	0.008825
YNL050C	0.996825	0.00725
YNL051W	0.992468	0.007674
YNL052W	0.904857	0.018657
YNL053W	0.994274	0.010324
YNL054W	0.813129	0.007883
YNL055C	0.64683	0.0489
YNL056W	0.988024	0.015212
YNL057W	1.011839	0.008573
YNL058C	0.998458	0.007255
YNL061W_damp	0.848828	0.006323
YNL061W_tsq624	0.62327	0.010944
YNL061W_tsq627	0.338207	0.01428
YNL062C_tsq442	0.977506	0.008832
YNL063W	1.025378	0.006753
YNL064C	0.729711	0.030752
YNL064C_damp	1.054939	0.016507
YNL065W	0.997854	0.009007
YNL066W	0.99058	0.009836
YNL067W	0.869336	0.008604
YNL067W-B	0.932414	0.009697
YNL068C	1.000779	0.006628
YNL070W	1.001876	0.010883
YNL071W	0.90196	0.012734
YNL072W	1.025766	0.008187
YNL073W	0.505677	0.044309
YNL074C	1.031339	0.009936
YNL075W_damp	0.829717	0.014514
YNL076W	0.679875	0.018896
YNL077W	0.92608	0.00953
YNL078W	1.040457	0.010159
YNL079C	0.857558	0.01187
YNL080C	0.566424	0.032593
YNL081C	0.558996	0.05761
YNL082W	0.921189	0.009539
YNL083W	0.995913	0.008014
YNL084C	0.765346	0.018353
YNL084C_damp	1.014617	0.009336
YNL085W	0.980598	0.011369
YNL086W	1.062899	0.008779
YNL087W	1.02337	0.007027
YNL088W_damp	1.015165	0.007879
YNL089C	0.996778	0.015929
YNL090W	1.040385	0.005597
YNL091W	0.861787	0.019296
YNL092W	1.043812	0.007603
YNL093W	1.004093	0.00723
YNL094W	0.979313	0.011247
YNL095C	1.039479	0.006711
YNL096C	0.842084	0.022381
YNL097C	0.983621	0.01208
YNL098C	0.993935	0.012895
YNL099C	1.027578	0.009405
YNL100W	0.949106	0.010576
YNL101W	1.039047	0.006633
YNL102W_tsq343	0.799792	0.012112
YNL102W_tsq344	0.618024	0.013788
YNL102W_tsq346	0.671956	0.016955
YNL102W_tsq362	0.870993	0.009139
YNL103W_damp	1.01576	0.010072
YNL104C	1.015618	0.005674
YNL105W	0.969392	0.015923
YNL107W	0.97593	0.008788
YNL108C	0.974184	0.01326
YNL109W	0.890374	0.02093
YNL110C_damp	0.848039	0.006937
YNL111C	1.022239	0.006758
YNL112W_damp	0.998413	0.008227
YNL113W_damp	0.789724	0.007415
YNL114C_damp	1.08261	0.011734
YNL115C	1.025044	0.009929
YNL116W	1.064684	0.007999
YNL118C_tsq743	1.008932	0.015684
YNL119W	0.837295	0.016076
YNL120C	0.866044	0.027862
YNL121C	0.979739	0.008975
YNL122C	0.968668	0.010382
YNL123W	1.012503	0.007114
YNL124W_damp	1.02891	0.012214
YNL125C	1.030884	0.0059
YNL126W_damp	0.534807	0.014934
YNL127W	0.934608	0.007412
YNL128W	1.020285	0.009615
YNL129W	1.046113	0.008827
YNL130C	1.022646	0.007519
YNL130C-A	1.073402	0.006679
YNL131W_damp	0.76729	0.012506
YNL132W_damp	0.974662	0.00851
YNL133C	0.255033	0.029326
YNL133C_damp	1.022337	0.007896
YNL134C	0.999816	0.009698
YNL135C	0.861267	0.016085
YNL136W	0.898925	0.010673
YNL138W	0.308041	0.013575
YNL138W-A	0.63951	0.009925
YNL139C_damp	1.0293	0.009834
YNL140C	0.983652	0.011278
YNL141W	0.638182	0.031575
YNL142W	1.035461	0.009308
YNL143C	1.014641	0.014141
YNL144C	1.088383	0.010219
YNL145W	1.021147	0.005335
YNL146C-A	1.03665	0.007303
YNL146W	1.054188	0.009943
YNL147W	0.853869	0.037938
YNL148C_damp	0.687878	0.019653
YNL149C_damp	0.454663	0.013489
YNL151C_damp	0.996197	0.010983
YNL152W_damp	0.710019	0.008883
YNL153C	0.864187	0.019197
YNL154C	0.981965	0.009155
YNL155W	0.993008	0.016893
YNL156C	1.042816	0.007706
YNL157W	1.085219	0.010015
YNL158W_damp	1.060771	0.011546
YNL159C	0.983857	0.010109
YNR001C	0.997212	0.008999
YNR002C	0.977846	0.010336
YNR003C_damp	0.866338	0.008139
YNR003C_tsq640	0.664302	0.010151
YNR004W	0.934772	0.008389
YNR005C	1.01949	0.016864
YNR006W	0.695865	0.016591
YNR007C	1.002261	0.011645
YNR008W	1.030543	0.006604
YNR009W	0.986017	0.005964
YNR010W	0.728522	0.033899
YNR011C_damp	1.016967	0.015965
YNR011C_tsq338	0.768092	0.005894
YNR012W	1.018041	0.005514
YNR013C	1.05085	0.008053
YNR014W	1.016415	0.006359
YNR015W	1.00287	0.007433
YNR016C_damp	0.952419	0.014669
YNR017W_damp	0.706435	0.008358
YNR018W	1.001405	0.014425
YNR019W	1.016566	0.009608
YNR020C	0.759904	0.022394
YNR021W	1.021074	0.007286
YNR022C	1.001524	0.007929
YNR024W	1.039716	0.011801
YNR025C	0.98777	0.015765
YNR027W	1.018603	0.008325
YNR028W	1.010355	0.004436
YNR029C	0.939111	0.008903
YNR030W	1.05832	0.00662
YNR031C	1.051156	0.007885
YNR032C-A	1.010397	0.00957
YNR032W	0.932279	0.011955
YNR033W	0.999091	0.011254
YNR034W	0.998875	0.017829
YNR034W-A	0.992122	0.005151
YNR035C_damp	0.51608	0.026083
YNR035C_tsq470	0.985371	0.010655
YNR035C_tsq471	0.84594	0.007634
YNR036C	0.573149	0.04135
YNR036C_damp	0.686716	0.033679
YNR037C	0.572206	0.02241
YNR037C_damp	0.641066	0.038644
YNR038W_damp	0.989661	0.008522
YNR039C	1.012134	0.009813
YNR040W	1.013223	0.006125
YNR041C	0.809197	0.022272
YNR042W	1.010475	0.011849
YNR043W_damp	0.808473	0.014745
YNR043W_tsq828	0.704691	0.007728
YNR044W	1.021298	0.011244
YNR047W	1.005193	0.00949
YNR048W	1.077727	0.015587
YNR049C	1.006228	0.00929
YNR051C	0.856978	0.018111
YNR052C	0.914216	0.009645
YNR052C_damp	0.944129	0.016336
YNR053C_damp	0.969146	0.011241
YNR053C_tsq479	0.554186	0.008952
YNR055C	1.016592	0.010868
YNR057C	1.01906	0.005699
YNR058W	1.031981	0.005189
YNR059W	1.017296	0.00971
YNR060W	1.042591	0.007685
YNR061C	0.999784	0.006457
YNR062C	1.039654	0.00713
YNR063W	1.013812	0.007743
YNR064C	1.041626	0.007224
YNR065C	1.014063	0.011651
YNR066C	0.993716	0.013985
YNR067C	1.033801	0.010361
YNR068C	1.069967	0.01333
YNR069C	0.987488	0.00967
YNR070W	0.98055	0.012568
YNR070W_damp	1.017488	0.011084
YNR071C	1.002697	0.006388
YNR072W	1.009403	0.011139
YNR073C	1.010262	0.008705
YNR074C	0.995823	0.006895
YNR075C-A	0.985053	0.008227
YNR075W	0.999801	0.007307
YNR076W	1.038823	0.008925
YOL001W	0.705786	0.015193
YOL002C	1.033189	0.008614
YOL003C	1.006733	0.005576
YOL004W	0.667251	0.023653
YOL006C	0.862353	0.013352
YOL007C	1.050915	0.005813
YOL008W	0.841839	0.016605
YOL009C	0.511584	0.024035
YOL009C_damp	1.028496	0.009032
YOL010W_damp	0.948176	0.006473
YOL011W	1.007306	0.00683
YOL012C	0.630705	0.015263
YOL013C	1.067331	0.007644
YOL013W-A	1.008777	0.014201
YOL014W	1.04109	0.009782
